,uri,count,name,release_date,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
0,spotify:track:6I9VzXrHxO9rA9A5euc8Ak,120,Toxic,2003-11-13,80,False,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,audio_features,6I9VzXrHxO9rA9A5euc8Ak,https://api.spotify.com/v1/tracks/6I9VzXrHxO9rA9A5euc8Ak,https://api.spotify.com/v1/audio-analysis/6I9VzXrHxO9rA9A5euc8Ak,198800,4
1,spotify:track:0VgkVdmE4gld66l8iyGjgx,56,Mask Off,2017-06-30,82,True,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,audio_features,0VgkVdmE4gld66l8iyGjgx,https://api.spotify.com/v1/tracks/0VgkVdmE4gld66l8iyGjgx,https://api.spotify.com/v1/audio-analysis/0VgkVdmE4gld66l8iyGjgx,204600,4
3,spotify:track:2xLMifQCjDGFmkHkpNLD9h,111,SICKO MODE,2018-08-03,92,True,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,audio_features,2xLMifQCjDGFmkHkpNLD9h,https://api.spotify.com/v1/tracks/2xLMifQCjDGFmkHkpNLD9h,https://api.spotify.com/v1/audio-analysis/2xLMifQCjDGFmkHkpNLD9h,312820,4
4,spotify:track:66s45uMhk7Y4z0xUgESdm3,26,Unwell - 2007 Remaster,2007-09-29,63,False,0.442,0.793,9,-5.152,1,0.0347,0.0456,0.0,0.328,0.437,80.985,audio_features,66s45uMhk7Y4z0xUgESdm3,https://api.spotify.com/v1/tracks/66s45uMhk7Y4z0xUgESdm3,https://api.spotify.com/v1/audio-analysis/66s45uMhk7Y4z0xUgESdm3,237267,4
5,spotify:track:5veJDT0MLsLbhYsx42GXUD,91,Don't Stand So Close To Me,1980-10-03,71,False,0.799,0.506,2,-9.414,1,0.0606,0.0453,0.00107,0.0365,0.518,140.309,audio_features,5veJDT0MLsLbhYsx42GXUD,https://api.spotify.com/v1/tracks/5veJDT0MLsLbhYsx42GXUD,https://api.spotify.com/v1/audio-analysis/5veJDT0MLsLbhYsx42GXUD,242667,4
6,spotify:track:0snQkGI5qnAmohLE7jTsTn,22,Toxicity,2001-09-04,78,False,0.413,0.873,8,-4.151,1,0.0535,0.000264,0.0025,0.204,0.481,116.681,audio_features,0snQkGI5qnAmohLE7jTsTn,https://api.spotify.com/v1/tracks/0snQkGI5qnAmohLE7jTsTn,https://api.spotify.com/v1/audio-analysis/0snQkGI5qnAmohLE7jTsTn,218933,3
7,spotify:track:3pIYV8ajPqkgTABRR54rWP,15,Fever,2016-07-15,52,False,0.786,0.729,0,-5.931,1,0.0536,0.00774,1.45e-05,0.0704,0.479,112.96,audio_features,3pIYV8ajPqkgTABRR54rWP,https://api.spotify.com/v1/tracks/3pIYV8ajPqkgTABRR54rWP,https://api.spotify.com/v1/audio-analysis/3pIYV8ajPqkgTABRR54rWP,184987,4
8,spotify:track:4UDmDIqJIbrW0hMBQMFOsM,63,Stayin' Alive,1977-12-13,66,False,0.707,0.535,10,-19.793,0,0.0436,0.113,0.00615,0.0884,0.641,103.644,audio_features,4UDmDIqJIbrW0hMBQMFOsM,https://api.spotify.com/v1/tracks/4UDmDIqJIbrW0hMBQMFOsM,https://api.spotify.com/v1/audio-analysis/4UDmDIqJIbrW0hMBQMFOsM,92867,4
10,spotify:track:47tVRotmsKNeNqO7xU5og2,26,You Sound Like You're Sick - 2002 Remaster,1981-07-20,53,False,0.334,0.925,1,-4.973,1,0.046,0.00767,2.78e-06,0.253,0.756,206.955,audio_features,47tVRotmsKNeNqO7xU5og2,https://api.spotify.com/v1/tracks/47tVRotmsKNeNqO7xU5og2,https://api.spotify.com/v1/audio-analysis/47tVRotmsKNeNqO7xU5og2,161267,4
13,spotify:track:2i3WO0WkrlnrA1I4GdUmxh,10,I Believe I'm Fine,2017-09-29,59,False,0.711,0.747,10,-6.165,0,0.061,0.271,0.0,0.328,0.572,100.01,audio_features,2i3WO0WkrlnrA1I4GdUmxh,https://api.spotify.com/v1/tracks/2i3WO0WkrlnrA1I4GdUmxh,https://api.spotify.com/v1/audio-analysis/2i3WO0WkrlnrA1I4GdUmxh,227720,4
16,spotify:track:1DhRbox3xkceP64k3JeYfW,29,Antisocial (with Travis Scott),2019-07-12,73,False,0.715,0.823,5,-5.313,0,0.0495,0.133,0.0,0.361,0.91,151.956,audio_features,1DhRbox3xkceP64k3JeYfW,https://api.spotify.com/v1/tracks/1DhRbox3xkceP64k3JeYfW,https://api.spotify.com/v1/audio-analysis/1DhRbox3xkceP64k3JeYfW,161747,4
18,spotify:track:7zxLkZbUxITHabPzGN8Xgc,17,Sick Feeling,2018-10-05,65,False,0.425,0.504,9,-10.003,1,0.0314,0.022,3.84e-06,0.363,0.403,165.818,audio_features,7zxLkZbUxITHabPzGN8Xgc,https://api.spotify.com/v1/tracks/7zxLkZbUxITHabPzGN8Xgc,https://api.spotify.com/v1/audio-analysis/7zxLkZbUxITHabPzGN8Xgc,155714,4
19,spotify:track:69oAflKTaF6WOhvRe3y4qW,8,The Kids Don't Stand A Chance,2008-01-27,48,False,0.659,0.463,0,-6.251,1,0.0365,0.291,0.568,0.175,0.881,140.01,audio_features,69oAflKTaF6WOhvRe3y4qW,https://api.spotify.com/v1/tracks/69oAflKTaF6WOhvRe3y4qW,https://api.spotify.com/v1/audio-analysis/69oAflKTaF6WOhvRe3y4qW,243000,4
20,spotify:track:1qowUCis8gYY9KOMuy8fCi,11,Made In China,2018-04-13,56,False,0.79,0.779,1,-2.642,1,0.0416,0.00397,0.000155,0.159,0.228,150.115,audio_features,1qowUCis8gYY9KOMuy8fCi,https://api.spotify.com/v1/tracks/1qowUCis8gYY9KOMuy8fCi,https://api.spotify.com/v1/audio-analysis/1qowUCis8gYY9KOMuy8fCi,171733,4
24,spotify:track:6XM53PbvlzhuNtJZtpl7RP,12,In My Bed,2019-12-13,71,False,0.637,0.501,0,-6.148,0,0.187,0.229,5.91e-05,0.099,0.431,103.993,audio_features,6XM53PbvlzhuNtJZtpl7RP,https://api.spotify.com/v1/tracks/6XM53PbvlzhuNtJZtpl7RP,https://api.spotify.com/v1/audio-analysis/6XM53PbvlzhuNtJZtpl7RP,185461,4
29,spotify:track:7BdlyzVvOqmwPH9dYtZfsx,8,Dead Eyes,2019-11-08,74,True,0.719,0.651,7,-5.878,1,0.0274,0.127,0.0,0.0763,0.288,104.956,audio_features,7BdlyzVvOqmwPH9dYtZfsx,https://api.spotify.com/v1/tracks/7BdlyzVvOqmwPH9dYtZfsx,https://api.spotify.com/v1/audio-analysis/7BdlyzVvOqmwPH9dYtZfsx,219429,4
30,spotify:track:1qDrWA6lyx8cLECdZE7TV7,21,Somebody That I Used To Know,2011-01-01,77,False,0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059,audio_features,1qDrWA6lyx8cLECdZE7TV7,https://api.spotify.com/v1/tracks/1qDrWA6lyx8cLECdZE7TV7,https://api.spotify.com/v1/audio-analysis/1qDrWA6lyx8cLECdZE7TV7,244885,4
31,spotify:track:22VdIZQfgXJea34mQxlt81,54,Can't Feel My Face,2015-08-28,81,False,0.705,0.769,9,-5.526,0,0.0425,0.113,0.0,0.105,0.583,107.949,audio_features,22VdIZQfgXJea34mQxlt81,https://api.spotify.com/v1/tracks/22VdIZQfgXJea34mQxlt81,https://api.spotify.com/v1/audio-analysis/22VdIZQfgXJea34mQxlt81,213520,4
32,spotify:track:4V9JDRqKjN8F2HWdlEDxvI,51,Harder To Breathe,2002,68,True,0.662,0.908,1,-4.764,0,0.0449,0.0506,0.0,0.0508,0.967,149.941,audio_features,4V9JDRqKjN8F2HWdlEDxvI,https://api.spotify.com/v1/tracks/4V9JDRqKjN8F2HWdlEDxvI,https://api.spotify.com/v1/audio-analysis/4V9JDRqKjN8F2HWdlEDxvI,173693,4
33,spotify:track:49A10weBfgwg4TUM3My7iv,8,We Might Be Dead By Tomorrow,2012,58,False,0.391,0.152,7,-16.558,1,0.0391,0.966,0.00197,0.119,0.0974,143.508,audio_features,49A10weBfgwg4TUM3My7iv,https://api.spotify.com/v1/tracks/49A10weBfgwg4TUM3My7iv,https://api.spotify.com/v1/audio-analysis/49A10weBfgwg4TUM3My7iv,161413,4
35,spotify:track:4qUtC2BwFC154Ha8YQRrkk,14,How to disappear,2019-08-30,69,False,0.326,0.303,9,-11.802,1,0.047,0.565,0.000655,0.161,0.0677,78.888,audio_features,4qUtC2BwFC154Ha8YQRrkk,https://api.spotify.com/v1/tracks/4qUtC2BwFC154Ha8YQRrkk,https://api.spotify.com/v1/audio-analysis/4qUtC2BwFC154Ha8YQRrkk,228071,3
38,spotify:track:5c9ItJuD8wnUrWsudy6Zfx,10,Rather Die Young,2011,30,False,0.628,0.665,4,-6.626,1,0.112,0.158,0.00278,0.177,0.447,72.032,audio_features,5c9ItJuD8wnUrWsudy6Zfx,https://api.spotify.com/v1/tracks/5c9ItJuD8wnUrWsudy6Zfx,https://api.spotify.com/v1/audio-analysis/5c9ItJuD8wnUrWsudy6Zfx,222480,4
40,spotify:track:5eYUop8tCdGoGBn4U66uNa,5,Dead Body Disposal,2001,43,True,0.786,0.941,3,-4.882,0,0.26,0.434,0.0,0.159,0.793,94.048,audio_features,5eYUop8tCdGoGBn4U66uNa,https://api.spotify.com/v1/tracks/5eYUop8tCdGoGBn4U66uNa,https://api.spotify.com/v1/audio-analysis/5eYUop8tCdGoGBn4U66uNa,343400,4
43,spotify:track:3zmduBNsQ6BPDTZAkXzG5K,9,Can't Be Touched (feat. Mr. Magic & Trouble),2004-10-26,72,True,0.642,0.777,4,-4.809,0,0.094,0.00323,0.0,0.227,0.413,96.986,audio_features,3zmduBNsQ6BPDTZAkXzG5K,https://api.spotify.com/v1/tracks/3zmduBNsQ6BPDTZAkXzG5K,https://api.spotify.com/v1/audio-analysis/3zmduBNsQ6BPDTZAkXzG5K,214400,4
44,spotify:track:3v0ylYF51SKkgAi4PrfKTq,7,I'm So Sick,2005,50,False,0.431,0.959,10,-4.257,1,0.0854,6.13e-05,6.19e-06,0.118,0.269,153.925,audio_features,3v0ylYF51SKkgAi4PrfKTq,https://api.spotify.com/v1/tracks/3v0ylYF51SKkgAi4PrfKTq,https://api.spotify.com/v1/audio-analysis/3v0ylYF51SKkgAi4PrfKTq,176160,4
45,spotify:track:2Qrq9PVxcEzOhjaLDmVZmN,5,Come Thru,2020-03-13,50,True,0.78,0.431,1,-7.43,1,0.0418,0.0846,0.000168,0.112,0.254,114.016,audio_features,2Qrq9PVxcEzOhjaLDmVZmN,https://api.spotify.com/v1/tracks/2Qrq9PVxcEzOhjaLDmVZmN,https://api.spotify.com/v1/audio-analysis/2Qrq9PVxcEzOhjaLDmVZmN,145319,4
46,spotify:track:3EXoXwJg7YCKBG0GZbJFqB,17,No Air (feat. Chris Brown),2008-03-04,50,False,0.461,0.757,11,-5.01,1,0.212,0.0494,0.0,0.0603,0.333,159.997,audio_features,3EXoXwJg7YCKBG0GZbJFqB,https://api.spotify.com/v1/tracks/3EXoXwJg7YCKBG0GZbJFqB,https://api.spotify.com/v1/audio-analysis/3EXoXwJg7YCKBG0GZbJFqB,264547,4
47,spotify:track:3MO9JCG4Vcqpycq81ViwOJ,10,"You Touch Me, I Touch You Back",2020-02-14,46,False,0.625,0.899,10,-5.967,0,0.0641,0.0091,0.000556,0.0844,0.371,109.966,audio_features,3MO9JCG4Vcqpycq81ViwOJ,https://api.spotify.com/v1/tracks/3MO9JCG4Vcqpycq81ViwOJ,https://api.spotify.com/v1/audio-analysis/3MO9JCG4Vcqpycq81ViwOJ,216485,4
48,spotify:track:3D8dwH690MXQRhtIZTSS9c,13,"Leaving, On a Jet Plane - ""Greatest Hits"" Version",1973-11-01,66,False,0.406,0.188,7,-13.039,1,0.0324,0.852,0.0,0.105,0.629,120.757,audio_features,3D8dwH690MXQRhtIZTSS9c,https://api.spotify.com/v1/tracks/3D8dwH690MXQRhtIZTSS9c,https://api.spotify.com/v1/audio-analysis/3D8dwH690MXQRhtIZTSS9c,245533,4
49,spotify:track:0kNLqQo1UNJxCleuumMAY0,6,Do You Want To Die Together?,2012-04-09,43,False,0.452,0.476,2,-7.216,0,0.0462,0.00528,0.002,0.212,0.374,100.003,audio_features,0kNLqQo1UNJxCleuumMAY0,https://api.spotify.com/v1/tracks/0kNLqQo1UNJxCleuumMAY0,https://api.spotify.com/v1/audio-analysis/0kNLqQo1UNJxCleuumMAY0,191973,3
50,spotify:track:2CBhu2y2tqaxxqKfg7gbsQ,12,Bad Disease,2020-01-10,46,False,0.497,0.618,0,-7.304,0,0.0345,0.15,0.367,0.252,0.367,123.853,audio_features,2CBhu2y2tqaxxqKfg7gbsQ,https://api.spotify.com/v1/tracks/2CBhu2y2tqaxxqKfg7gbsQ,https://api.spotify.com/v1/audio-analysis/2CBhu2y2tqaxxqKfg7gbsQ,226939,4
51,spotify:track:3AA8xNhDC0MpqwkGX3EP5V,31,If I Ever Feel Better,2000-03-06,67,False,0.755,0.553,6,-9.449,0,0.107,0.0492,0.00607,0.0646,0.836,119.7,audio_features,3AA8xNhDC0MpqwkGX3EP5V,https://api.spotify.com/v1/tracks/3AA8xNhDC0MpqwkGX3EP5V,https://api.spotify.com/v1/audio-analysis/3AA8xNhDC0MpqwkGX3EP5V,266600,4
54,spotify:track:6L7Ba0I4v3XyzqWqBXK92u,8,Collapsible Lung,2013-07-02,44,False,0.707,0.557,2,-8.124,1,0.0432,0.0256,0.0,0.22,0.261,108.017,audio_features,6L7Ba0I4v3XyzqWqBXK92u,https://api.spotify.com/v1/tracks/6L7Ba0I4v3XyzqWqBXK92u,https://api.spotify.com/v1/audio-analysis/6L7Ba0I4v3XyzqWqBXK92u,200852,4
55,spotify:track:1hZJcuz9iMoz6tLkFlIaUy,25,Take My Breath Away,2007-01-01,63,False,0.578,0.477,1,-8.119,1,0.0228,0.448,0.00031,0.124,0.511,95.892,audio_features,1hZJcuz9iMoz6tLkFlIaUy,https://api.spotify.com/v1/tracks/1hZJcuz9iMoz6tLkFlIaUy,https://api.spotify.com/v1/audio-analysis/1hZJcuz9iMoz6tLkFlIaUy,264213,4
56,spotify:track:2p7QlaQFpB2YFwdvt2ArtD,6,Waltz Me to the Grave,2014-08-15,39,False,0.394,0.352,1,-11.599,0,0.0522,0.374,0.0014,0.196,0.0748,129.953,audio_features,2p7QlaQFpB2YFwdvt2ArtD,https://api.spotify.com/v1/tracks/2p7QlaQFpB2YFwdvt2ArtD,https://api.spotify.com/v1/audio-analysis/2p7QlaQFpB2YFwdvt2ArtD,450147,4
57,spotify:track:2HWXlAYYHRSwAjWq63Ezm1,5,City With No Children,2010-07-01,40,False,0.514,0.685,6,-4.911,1,0.0329,0.154,0.503,0.1,0.642,128.203,audio_features,2HWXlAYYHRSwAjWq63Ezm1,https://api.spotify.com/v1/tracks/2HWXlAYYHRSwAjWq63Ezm1,https://api.spotify.com/v1/audio-analysis/2HWXlAYYHRSwAjWq63Ezm1,191600,4
58,spotify:track:4W8kRoExIlgYJLahiHY2No,5,Keep Your Hands Off My Girl,2010-11-12,42,False,0.598,0.951,1,-3.7,1,0.138,0.0145,0.0,0.586,0.638,137.917,audio_features,4W8kRoExIlgYJLahiHY2No,https://api.spotify.com/v1/tracks/4W8kRoExIlgYJLahiHY2No,https://api.spotify.com/v1/audio-analysis/4W8kRoExIlgYJLahiHY2No,203947,4
59,spotify:track:1JyFfLj000cY275h9reTHP,8,Burnin' Up,2009-01-01,37,False,0.669,0.943,2,-4.125,1,0.073,0.0282,0.0,0.447,0.857,114.014,audio_features,1JyFfLj000cY275h9reTHP,https://api.spotify.com/v1/tracks/1JyFfLj000cY275h9reTHP,https://api.spotify.com/v1/audio-analysis/1JyFfLj000cY275h9reTHP,173987,4
60,spotify:track:2k2Nwz0FLUIKl7UyavRhjx,12,Caught a Lite Sneeze - 2016 Remaster,1996-01-22,47,False,0.6,0.772,5,-8.483,0,0.0444,0.37,4.46e-06,0.0641,0.921,79.059,audio_features,2k2Nwz0FLUIKl7UyavRhjx,https://api.spotify.com/v1/tracks/2k2Nwz0FLUIKl7UyavRhjx,https://api.spotify.com/v1/audio-analysis/2k2Nwz0FLUIKl7UyavRhjx,265213,4
63,spotify:track:1B75hgRqe7A4fwee3g3Wmu,96,U Can't Touch This,1990-02-20,74,False,0.867,0.517,11,-13.222,0,0.0875,0.00456,0.000339,0.0864,0.866,133.148,audio_features,1B75hgRqe7A4fwee3g3Wmu,https://api.spotify.com/v1/tracks/1B75hgRqe7A4fwee3g3Wmu,https://api.spotify.com/v1/audio-analysis/1B75hgRqe7A4fwee3g3Wmu,257360,4
64,spotify:track:174rZBKJAqD10VBnOjlQQ3,13,How Do I Breathe,2007-12-11,70,False,0.684,0.455,5,-8.216,1,0.0307,0.215,1.08e-06,0.263,0.487,97.956,audio_features,174rZBKJAqD10VBnOjlQQ3,https://api.spotify.com/v1/tracks/174rZBKJAqD10VBnOjlQQ3,https://api.spotify.com/v1/audio-analysis/174rZBKJAqD10VBnOjlQQ3,216893,4
65,spotify:track:7EQGXaVSyEDsCWKmUcfpLk,39,Die Young,2012-11-30,77,False,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,audio_features,7EQGXaVSyEDsCWKmUcfpLk,https://api.spotify.com/v1/tracks/7EQGXaVSyEDsCWKmUcfpLk,https://api.spotify.com/v1/audio-analysis/7EQGXaVSyEDsCWKmUcfpLk,211920,4
70,spotify:track:00BHe2yBtdOzhKPmI7rpTE,14,Locked Up,2004-01-01,63,True,0.818,0.579,7,-4.475,1,0.101,0.023,0.0,0.107,0.354,89.987,audio_features,00BHe2yBtdOzhKPmI7rpTE,https://api.spotify.com/v1/tracks/00BHe2yBtdOzhKPmI7rpTE,https://api.spotify.com/v1/audio-analysis/00BHe2yBtdOzhKPmI7rpTE,235067,4
72,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,48,Every Breath You Take,1983-06-17,84,False,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0714,0.74,117.401,audio_features,1JSTJqkT5qHq8MDJnJbRE1,https://api.spotify.com/v1/tracks/1JSTJqkT5qHq8MDJnJbRE1,https://api.spotify.com/v1/audio-analysis/1JSTJqkT5qHq8MDJnJbRE1,253920,4
73,spotify:track:4Ouhoi2lAhrLJKFzUqEzwl,11,Born To Die,2012-01-01,69,False,0.428,0.626,4,-6.639,0,0.0339,0.222,8.22e-05,0.277,0.379,86.02,audio_features,4Ouhoi2lAhrLJKFzUqEzwl,https://api.spotify.com/v1/tracks/4Ouhoi2lAhrLJKFzUqEzwl,https://api.spotify.com/v1/audio-analysis/4Ouhoi2lAhrLJKFzUqEzwl,285400,4
74,spotify:track:4tCtwWceOPWzenK2HAIJSb,83,Work from Home (feat. Ty Dolla $ign),2016-05-27,79,False,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,audio_features,4tCtwWceOPWzenK2HAIJSb,https://api.spotify.com/v1/tracks/4tCtwWceOPWzenK2HAIJSb,https://api.spotify.com/v1/audio-analysis/4tCtwWceOPWzenK2HAIJSb,214480,4
75,spotify:track:6zcewyuB1rZPbqvqidGXMQ,5,Between Two Lungs,2009,50,False,0.547,0.415,0,-6.429,1,0.0491,0.222,5.11e-06,0.126,0.481,149.96,audio_features,6zcewyuB1rZPbqvqidGXMQ,https://api.spotify.com/v1/tracks/6zcewyuB1rZPbqvqidGXMQ,https://api.spotify.com/v1/audio-analysis/6zcewyuB1rZPbqvqidGXMQ,249240,4
76,spotify:track:3dhjNA0jGA8vHBQ1VdD6vV,32,I Feel It Coming,2016-11-25,81,False,0.773,0.819,0,-5.946,0,0.118,0.428,0.0,0.0679,0.585,92.987,audio_features,3dhjNA0jGA8vHBQ1VdD6vV,https://api.spotify.com/v1/tracks/3dhjNA0jGA8vHBQ1VdD6vV,https://api.spotify.com/v1/audio-analysis/3dhjNA0jGA8vHBQ1VdD6vV,269187,4
77,spotify:track:2takcwOaAZWiXQijPHIx7B,8,Time Is Running Out,2004-03-23,68,False,0.585,0.842,9,-5.883,0,0.0556,0.00242,0.00686,0.0866,0.428,118.211,audio_features,2takcwOaAZWiXQijPHIx7B,https://api.spotify.com/v1/tracks/2takcwOaAZWiXQijPHIx7B,https://api.spotify.com/v1/audio-analysis/2takcwOaAZWiXQijPHIx7B,237040,4
79,spotify:track:3CJvmtWw2bJsudbAC5uCQk,14,Hands To Myself,2015-10-09,69,False,0.811,0.499,5,-7.161,0,0.118,0.0147,2.44e-06,0.342,0.466,111.016,audio_features,3CJvmtWw2bJsudbAC5uCQk,https://api.spotify.com/v1/tracks/3CJvmtWw2bJsudbAC5uCQk,https://api.spotify.com/v1/audio-analysis/3CJvmtWw2bJsudbAC5uCQk,200680,4
80,spotify:track:6brl7bwOHmGFkNw3MBqssT,41,So Sick,2006-01-01,77,False,0.452,0.574,6,-8.336,1,0.31,0.246,0.0,0.189,0.58,92.791,audio_features,6brl7bwOHmGFkNw3MBqssT,https://api.spotify.com/v1/tracks/6brl7bwOHmGFkNw3MBqssT,https://api.spotify.com/v1/audio-analysis/6brl7bwOHmGFkNw3MBqssT,207187,4
81,spotify:track:3p02ss31ywBaZcqh7Vq9sx,6,Time To Say Goodbye (Con Te Partirò),2006-01-01,61,False,0.294,0.435,7,-6.747,1,0.0309,0.907,0.00182,0.101,0.445,105.391,audio_features,3p02ss31ywBaZcqh7Vq9sx,https://api.spotify.com/v1/tracks/3p02ss31ywBaZcqh7Vq9sx,https://api.spotify.com/v1/audio-analysis/3p02ss31ywBaZcqh7Vq9sx,246480,4
82,spotify:track:5vdp5UmvTsnMEMESIF2Ym7,62,Another One Bites The Dust - Remastered 2011,1980-06-27,82,False,0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967,audio_features,5vdp5UmvTsnMEMESIF2Ym7,https://api.spotify.com/v1/tracks/5vdp5UmvTsnMEMESIF2Ym7,https://api.spotify.com/v1/audio-analysis/5vdp5UmvTsnMEMESIF2Ym7,214653,4
84,spotify:track:1icygp76kVbs429RikF0jJ,28,You Make Me Sick - Radio Mix,2000-04-04,55,False,0.77,0.686,11,-6.596,0,0.168,0.00223,2.03e-06,0.347,0.657,100.53,audio_features,1icygp76kVbs429RikF0jJ,https://api.spotify.com/v1/tracks/1icygp76kVbs429RikF0jJ,https://api.spotify.com/v1/audio-analysis/1icygp76kVbs429RikF0jJ,247533,4
85,spotify:track:5JHNg1hxZFT7TDEphhM4wj,5,Waiting for the End,2010-09-10,63,False,0.487,0.961,4,-4.139,1,0.132,0.0415,1.15e-06,0.553,0.323,170.005,audio_features,5JHNg1hxZFT7TDEphhM4wj,https://api.spotify.com/v1/tracks/5JHNg1hxZFT7TDEphhM4wj,https://api.spotify.com/v1/audio-analysis/5JHNg1hxZFT7TDEphhM4wj,231680,4
87,spotify:track:4vqHz44pzFSfDNIE20QRBu,14,Catch My Disease,2005-02-22,59,False,0.756,0.73,11,-5.292,1,0.032,0.0224,1.24e-05,0.139,0.917,115.977,audio_features,4vqHz44pzFSfDNIE20QRBu,https://api.spotify.com/v1/tracks/4vqHz44pzFSfDNIE20QRBu,https://api.spotify.com/v1/audio-analysis/4vqHz44pzFSfDNIE20QRBu,254107,4
88,spotify:track:1NHwvBmrUje4L1dxfWnXCH,15,Put Your Hands Where My Eyes Could See,1997,62,True,0.906,0.623,1,-6.711,0,0.303,0.00864,4.19e-06,0.0753,0.715,99.498,audio_features,1NHwvBmrUje4L1dxfWnXCH,https://api.spotify.com/v1/tracks/1NHwvBmrUje4L1dxfWnXCH,https://api.spotify.com/v1/audio-analysis/1NHwvBmrUje4L1dxfWnXCH,194293,4
89,spotify:track:4SSnFejRGlZikf02HLewEF,27,bury a friend,2019-03-29,85,False,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,audio_features,4SSnFejRGlZikf02HLewEF,https://api.spotify.com/v1/tracks/4SSnFejRGlZikf02HLewEF,https://api.spotify.com/v1/audio-analysis/4SSnFejRGlZikf02HLewEF,193143,4
90,spotify:track:4EchqUKQ3qAQuRNKmeIpnf,13,The Kids Aren't Alright,1998-11-16,77,False,0.523,0.943,1,-4.203,1,0.0337,0.00704,3.81e-05,0.0579,0.766,99.607,audio_features,4EchqUKQ3qAQuRNKmeIpnf,https://api.spotify.com/v1/tracks/4EchqUKQ3qAQuRNKmeIpnf,https://api.spotify.com/v1/audio-analysis/4EchqUKQ3qAQuRNKmeIpnf,180160,4
92,spotify:track:2lE7oRoKssULAtbWViL385,9,Hand in My Pocket - 2015 Remaster,1995,66,False,0.657,0.655,0,-8.3,1,0.0248,0.135,0.00303,0.102,0.668,92.259,audio_features,2lE7oRoKssULAtbWViL385,https://api.spotify.com/v1/tracks/2lE7oRoKssULAtbWViL385,https://api.spotify.com/v1/audio-analysis/2lE7oRoKssULAtbWViL385,222013,4
96,spotify:track:4Zfq7r0v4FKeoxwhyLYSyb,6,Evacuate the Dancefloor,2012-04-27,35,False,0.76,0.696,0,-5.811,1,0.0491,0.0195,0.0,0.278,0.903,127.029,audio_features,4Zfq7r0v4FKeoxwhyLYSyb,https://api.spotify.com/v1/tracks/4Zfq7r0v4FKeoxwhyLYSyb,https://api.spotify.com/v1/audio-analysis/4Zfq7r0v4FKeoxwhyLYSyb,205884,4
98,spotify:track:0xMbfVm5z0Q1VdnYvox460,24,Contagious,2007-04-17,51,False,0.445,0.905,1,-3.537,1,0.0463,0.000429,0.0,0.324,0.443,157.945,audio_features,0xMbfVm5z0Q1VdnYvox460,https://api.spotify.com/v1/tracks/0xMbfVm5z0Q1VdnYvox460,https://api.spotify.com/v1/audio-analysis/0xMbfVm5z0Q1VdnYvox460,129067,4
102,spotify:track:2dDJlopT6lNNuX9vsG3RtV,6,Temperature,2020-02-28,38,False,0.951,0.6,0,-4.675,0,0.0685,0.106,0.0,0.0712,0.822,125.04,audio_features,2dDJlopT6lNNuX9vsG3RtV,https://api.spotify.com/v1/tracks/2dDJlopT6lNNuX9vsG3RtV,https://api.spotify.com/v1/audio-analysis/2dDJlopT6lNNuX9vsG3RtV,218573,4
104,spotify:track:7kAYyzVhWr3nSqAC7CUOWK,8,Catch My Breath,2012-10-15,52,False,0.691,0.946,9,-3.221,1,0.0678,0.0259,0.0,0.0897,0.517,124.021,audio_features,7kAYyzVhWr3nSqAC7CUOWK,https://api.spotify.com/v1/tracks/7kAYyzVhWr3nSqAC7CUOWK,https://api.spotify.com/v1/audio-analysis/7kAYyzVhWr3nSqAC7CUOWK,251507,4
105,spotify:track:6I5cQVYvoc5dqpyYvYHpSw,6,Cough Cough,2013-01-14,46,False,0.566,0.869,11,-5.532,0,0.0479,0.0588,2.69e-05,0.217,0.729,127.011,audio_features,6I5cQVYvoc5dqpyYvYHpSw,https://api.spotify.com/v1/tracks/6I5cQVYvoc5dqpyYvYHpSw,https://api.spotify.com/v1/audio-analysis/6I5cQVYvoc5dqpyYvYHpSw,222387,4
106,spotify:track:2oSpQ7QtIKTNFfA08Cy0ku,67,It's The End Of The World As We Know It (And I Feel Fine),1987-09-01,71,False,0.383,0.893,7,-8.638,1,0.037,0.026,0.0,0.0251,0.803,205.544,audio_features,2oSpQ7QtIKTNFfA08Cy0ku,https://api.spotify.com/v1/tracks/2oSpQ7QtIKTNFfA08Cy0ku,https://api.spotify.com/v1/audio-analysis/2oSpQ7QtIKTNFfA08Cy0ku,246933,4
