,uri,count,name,release_date,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
107,spotify:track:4S4Mfvv03M1cHgIOJcbUCL,47,In My Room,2019-11-02,77,True,0.861,0.647,7,-7.425,1,0.0675,0.594,0.661,0.114,0.67,158.037,audio_features,4S4Mfvv03M1cHgIOJcbUCL,https://api.spotify.com/v1/tracks/4S4Mfvv03M1cHgIOJcbUCL,https://api.spotify.com/v1/audio-analysis/4S4Mfvv03M1cHgIOJcbUCL,133680,4
108,spotify:track:2q4rjDy9WhaN3o9MvDbO21,50,Kiss Me Thru The Phone,2008-01-01,77,True,0.758,0.712,7,-3.781,1,0.112,0.0185,0.0,0.0677,0.795,149.998,audio_features,2q4rjDy9WhaN3o9MvDbO21,https://api.spotify.com/v1/tracks/2q4rjDy9WhaN3o9MvDbO21,https://api.spotify.com/v1/audio-analysis/2q4rjDy9WhaN3o9MvDbO21,193387,4
109,spotify:track:5OQGeJ1ceykovrykZsGhqL,22,Breathless,2000-01-01,68,False,0.607,0.82,11,-7.754,1,0.0597,0.0541,6.8e-05,0.269,0.768,126.988,audio_features,5OQGeJ1ceykovrykZsGhqL,https://api.spotify.com/v1/tracks/5OQGeJ1ceykovrykZsGhqL,https://api.spotify.com/v1/audio-analysis/5OQGeJ1ceykovrykZsGhqL,207507,4
110,spotify:track:0x4GSz5C4XZDkNhFswGboC,12,I WILL SURVIVE,1973,62,False,0.772,0.794,9,-9.208,0,0.0632,0.126,0.000553,0.322,0.638,116.959,audio_features,0x4GSz5C4XZDkNhFswGboC,https://api.spotify.com/v1/tracks/0x4GSz5C4XZDkNhFswGboC,https://api.spotify.com/v1/audio-analysis/0x4GSz5C4XZDkNhFswGboC,197413,4
112,spotify:track:0gsl92EMIScPGV1AU35nuD,37,All By Myself,1996-02-28,68,False,0.344,0.325,11,-10.005,0,0.0287,0.348,0.0239,0.0686,0.0773,118.556,audio_features,0gsl92EMIScPGV1AU35nuD,https://api.spotify.com/v1/tracks/0gsl92EMIScPGV1AU35nuD,https://api.spotify.com/v1/audio-analysis/0gsl92EMIScPGV1AU35nuD,312307,4
114,spotify:track:6Knv6wdA0luoMUuuoYi2i1,28,My House,2015-04-07,77,False,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006,audio_features,6Knv6wdA0luoMUuuoYi2i1,https://api.spotify.com/v1/tracks/6Knv6wdA0luoMUuuoYi2i1,https://api.spotify.com/v1/audio-analysis/6Knv6wdA0luoMUuuoYi2i1,192191,4
115,spotify:track:1kxeWHF9PrCVZHvVskv8lg,32,Love Lockdown,2008-01-01,68,False,0.76,0.524,1,-7.67,0,0.0323,0.0542,0.5,0.112,0.112,119.603,audio_features,1kxeWHF9PrCVZHvVskv8lg,https://api.spotify.com/v1/tracks/1kxeWHF9PrCVZHvVskv8lg,https://api.spotify.com/v1/audio-analysis/1kxeWHF9PrCVZHvVskv8lg,270307,4
116,spotify:track:7u6DMPznGbpziuEgCE0JGQ,9,get well soon,2018-08-17,66,True,0.604,0.449,9,-6.564,0,0.0353,0.657,0.0,0.0932,0.528,100.355,audio_features,7u6DMPznGbpziuEgCE0JGQ,https://api.spotify.com/v1/tracks/7u6DMPznGbpziuEgCE0JGQ,https://api.spotify.com/v1/audio-analysis/7u6DMPznGbpziuEgCE0JGQ,322027,4
117,spotify:track:70ATm56tH7OrQ1zurYssz0,26,I Need A Doctor,2011-02-01,72,True,0.594,0.946,3,-4.521,1,0.452,0.0869,0.0,0.306,0.397,155.826,audio_features,70ATm56tH7OrQ1zurYssz0,https://api.spotify.com/v1/tracks/70ATm56tH7OrQ1zurYssz0,https://api.spotify.com/v1/audio-analysis/70ATm56tH7OrQ1zurYssz0,283733,4
118,spotify:track:0guzngk1qWk5sgdYbThEGI,5,Death and All His Friends,2008-05-26,52,False,0.218,0.295,8,-10.61,1,0.0312,0.695,0.738,0.164,0.0804,129.925,audio_features,0guzngk1qWk5sgdYbThEGI,https://api.spotify.com/v1/tracks/0guzngk1qWk5sgdYbThEGI,https://api.spotify.com/v1/audio-analysis/0guzngk1qWk5sgdYbThEGI,378853,4
119,spotify:track:2a2MbiJN2skOxohykOVcss,5,Solitude Is Bliss,2010-05-21,58,False,0.588,0.849,4,-5.027,0,0.0596,0.00811,0.000161,0.131,0.629,104.012,audio_features,2a2MbiJN2skOxohykOVcss,https://api.spotify.com/v1/tracks/2a2MbiJN2skOxohykOVcss,https://api.spotify.com/v1/audio-analysis/2a2MbiJN2skOxohykOVcss,235867,4
120,spotify:track:2jdAk8ATWIL3dwT47XpRfu,27,Slow Dancing in a Burning Room,2006-09-11,76,False,0.668,0.361,1,-8.69,0,0.0273,0.573,0.00506,0.0805,0.288,134.15,audio_features,2jdAk8ATWIL3dwT47XpRfu,https://api.spotify.com/v1/tracks/2jdAk8ATWIL3dwT47XpRfu,https://api.spotify.com/v1/audio-analysis/2jdAk8ATWIL3dwT47XpRfu,242000,5
121,spotify:track:6aqNCrRA7vs7v6QvRpI50t,11,Dancing On My Own,2010-01-01,65,False,0.674,0.857,6,-5.328,1,0.0346,0.0557,0.196,0.0942,0.278,117.028,audio_features,6aqNCrRA7vs7v6QvRpI50t,https://api.spotify.com/v1/tracks/6aqNCrRA7vs7v6QvRpI50t,https://api.spotify.com/v1/audio-analysis/6aqNCrRA7vs7v6QvRpI50t,285854,4
122,spotify:track:2MCBSxOnkMcVkbaLplGYjX,5,Great Indoors,2001-08-16,48,False,0.591,0.617,0,-7.495,1,0.0259,0.0157,4.35e-05,0.146,0.48,109.956,audio_features,2MCBSxOnkMcVkbaLplGYjX,https://api.spotify.com/v1/tracks/2MCBSxOnkMcVkbaLplGYjX,https://api.spotify.com/v1/audio-analysis/2MCBSxOnkMcVkbaLplGYjX,216360,4
123,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,39,How to Save a Life,2005-09-13,81,False,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,audio_features,5fVZC9GiM4e8vu99W0Xf6J,https://api.spotify.com/v1/tracks/5fVZC9GiM4e8vu99W0Xf6J,https://api.spotify.com/v1/audio-analysis/5fVZC9GiM4e8vu99W0Xf6J,262533,4
124,spotify:track:3ZffCQKLFLUvYM59XKLbVm,45,Wake Me up When September Ends,2004-09-21,77,False,0.546,0.814,7,-5.146,1,0.0314,0.023,0.0,0.0972,0.146,104.98,audio_features,3ZffCQKLFLUvYM59XKLbVm,https://api.spotify.com/v1/tracks/3ZffCQKLFLUvYM59XKLbVm,https://api.spotify.com/v1/audio-analysis/3ZffCQKLFLUvYM59XKLbVm,285653,4
125,spotify:track:7nrHg5yY5hITFoFWD8axMj,5,We Can Get Through This,2020-04-10,42,False,0.485,0.892,9,-5.704,1,0.0934,0.0121,0.0,0.069,0.53,154.009,audio_features,7nrHg5yY5hITFoFWD8axMj,https://api.spotify.com/v1/tracks/7nrHg5yY5hITFoFWD8axMj,https://api.spotify.com/v1/audio-analysis/7nrHg5yY5hITFoFWD8axMj,198020,4
126,spotify:track:6bTn1ovliI0OkjUNkiMBJq,6,Nobody,2018-08-17,66,False,0.398,0.716,0,-5.254,1,0.0392,0.0764,0.0,0.0848,0.494,117.295,audio_features,6bTn1ovliI0OkjUNkiMBJq,https://api.spotify.com/v1/tracks/6bTn1ovliI0OkjUNkiMBJq,https://api.spotify.com/v1/audio-analysis/6bTn1ovliI0OkjUNkiMBJq,193429,4
128,spotify:track:6kISMRfweKSvgHR0urMQFG,6,We Are Never Ever Getting Back Together,2012-10-22,62,False,0.628,0.676,7,-5.911,1,0.0916,0.00957,2.65e-05,0.121,0.75,85.984,audio_features,6kISMRfweKSvgHR0urMQFG,https://api.spotify.com/v1/tracks/6kISMRfweKSvgHR0urMQFG,https://api.spotify.com/v1/audio-analysis/6kISMRfweKSvgHR0urMQFG,193147,4
145,spotify:track:06gD2ZtK3Dzc1BYqWExQJJ,9,Broken Halos,2017-05-05,73,False,0.613,0.564,8,-7.085,1,0.0251,0.134,1.65e-06,0.0585,0.538,78.388,audio_features,06gD2ZtK3Dzc1BYqWExQJJ,https://api.spotify.com/v1/tracks/06gD2ZtK3Dzc1BYqWExQJJ,https://api.spotify.com/v1/audio-analysis/06gD2ZtK3Dzc1BYqWExQJJ,180907,4
150,spotify:track:1lEk3U3MzbDeL5MNHkE9JU,9,O Come to the Altar (Live),2016-02-05,71,False,0.256,0.564,11,-6.496,1,0.0366,0.00274,0.0,0.743,0.152,139.914,audio_features,1lEk3U3MzbDeL5MNHkE9JU,https://api.spotify.com/v1/tracks/1lEk3U3MzbDeL5MNHkE9JU,https://api.spotify.com/v1/audio-analysis/1lEk3U3MzbDeL5MNHkE9JU,349587,3
155,spotify:track:6hTcuIQa0sxrrByu9wTD7s,17,Born to Run,1975-08-25,75,False,0.27,0.944,4,-4.199,1,0.0975,0.00501,2.05e-05,0.116,0.606,146.347,audio_features,6hTcuIQa0sxrrByu9wTD7s,https://api.spotify.com/v1/tracks/6hTcuIQa0sxrrByu9wTD7s,https://api.spotify.com/v1/audio-analysis/6hTcuIQa0sxrrByu9wTD7s,269920,4
166,spotify:track:1aiDlPLPljMFUylWjMZras,5,Something Like Olivia,2012-05-18,60,False,0.771,0.424,7,-12.156,1,0.0374,0.595,0.000372,0.0788,0.638,98.795,audio_features,1aiDlPLPljMFUylWjMZras,https://api.spotify.com/v1/tracks/1aiDlPLPljMFUylWjMZras,https://api.spotify.com/v1/audio-analysis/1aiDlPLPljMFUylWjMZras,180627,4
167,spotify:track:4ehkZtzPTbjsRULRfQSWYu,43,Inside Friend (feat. John Mayer),2020-04-10,74,False,0.693,0.259,1,-7.918,1,0.0372,0.448,0.000135,0.0995,0.361,88.972,audio_features,4ehkZtzPTbjsRULRfQSWYu,https://api.spotify.com/v1/tracks/4ehkZtzPTbjsRULRfQSWYu,https://api.spotify.com/v1/audio-analysis/4ehkZtzPTbjsRULRfQSWYu,175432,4
168,spotify:track:5e9TFTbltYBg2xThimr0rU,36,The Chain - 2004 Remaster,1977-02-04,79,False,0.545,0.67,9,-8.81,1,0.0496,0.009,0.000822,0.0451,0.481,151.553,audio_features,5e9TFTbltYBg2xThimr0rU,https://api.spotify.com/v1/tracks/5e9TFTbltYBg2xThimr0rU,https://api.spotify.com/v1/audio-analysis/5e9TFTbltYBg2xThimr0rU,270213,4
169,spotify:track:2BY7ALEWdloFHgQZG6VMLA,25,Brandy (You're a Fine Girl),1972,74,False,0.715,0.625,1,-11.369,0,0.0601,0.396,1.95e-05,0.134,0.826,125.275,audio_features,2BY7ALEWdloFHgQZG6VMLA,https://api.spotify.com/v1/tracks/2BY7ALEWdloFHgQZG6VMLA,https://api.spotify.com/v1/audio-analysis/2BY7ALEWdloFHgQZG6VMLA,186827,4
170,spotify:track:46MX86XQqYCZRvwPpeq4Gi,6,Lake Shore Drive,1972,68,False,0.434,0.885,4,-7.367,1,0.0396,0.204,0.0,0.0811,0.843,93.999,audio_features,46MX86XQqYCZRvwPpeq4Gi,https://api.spotify.com/v1/tracks/46MX86XQqYCZRvwPpeq4Gi,https://api.spotify.com/v1/audio-analysis/46MX86XQqYCZRvwPpeq4Gi,235173,4
171,spotify:track:7MF7QAodbGzNYav5ZfIhAY,9,Midnight Train to Georgia,1973,70,False,0.594,0.38,10,-12.059,0,0.0455,0.273,2.87e-05,0.1,0.446,92.004,audio_features,7MF7QAodbGzNYav5ZfIhAY,https://api.spotify.com/v1/tracks/7MF7QAodbGzNYav5ZfIhAY,https://api.spotify.com/v1/audio-analysis/7MF7QAodbGzNYav5ZfIhAY,279333,4
173,spotify:track:0B9x2BRHqj3Qer7biM3pU3,8,You're The One That I Want - From “Grease”,1978-04-04,76,False,0.758,0.612,0,-11.403,1,0.0598,0.281,0.00288,0.0954,0.822,106.945,audio_features,0B9x2BRHqj3Qer7biM3pU3,https://api.spotify.com/v1/tracks/0B9x2BRHqj3Qer7biM3pU3,https://api.spotify.com/v1/audio-analysis/0B9x2BRHqj3Qer7biM3pU3,169840,4
174,spotify:track:2vLaES21zwbX1Rnmj56Bbb,12,I'll Be Around,1973,64,False,0.593,0.791,8,-8.698,0,0.068,0.175,0.0,0.0976,0.63,112.295,audio_features,2vLaES21zwbX1Rnmj56Bbb,https://api.spotify.com/v1/tracks/2vLaES21zwbX1Rnmj56Bbb,https://api.spotify.com/v1/audio-analysis/2vLaES21zwbX1Rnmj56Bbb,188800,4
175,spotify:track:1k1Bqnv2R0uJXQN4u6LKYt,32,Ain't No Sunshine,1971-05-01,79,False,0.479,0.416,4,-11.451,0,0.124,0.457,1.72e-05,0.118,0.514,79.593,audio_features,1k1Bqnv2R0uJXQN4u6LKYt,https://api.spotify.com/v1/tracks/1k1Bqnv2R0uJXQN4u6LKYt,https://api.spotify.com/v1/audio-analysis/1k1Bqnv2R0uJXQN4u6LKYt,125093,4
176,spotify:track:1oht5GevPN9t1T3kG1m1GO,5,Fire and Rain - 2019 Remaster,1970-02-01,74,False,0.597,0.271,5,-17.293,1,0.0394,0.766,0.0119,0.0933,0.338,76.271,audio_features,1oht5GevPN9t1T3kG1m1GO,https://api.spotify.com/v1/tracks/1oht5GevPN9t1T3kG1m1GO,https://api.spotify.com/v1/audio-analysis/1oht5GevPN9t1T3kG1m1GO,203613,4
177,spotify:track:05oETzWbd4SI33qK2gbJfR,21,Rhiannon,1975-07-11,69,False,0.723,0.49,9,-14.745,0,0.0296,0.111,0.0946,0.0923,0.795,129.012,audio_features,05oETzWbd4SI33qK2gbJfR,https://api.spotify.com/v1/tracks/05oETzWbd4SI33qK2gbJfR,https://api.spotify.com/v1/audio-analysis/05oETzWbd4SI33qK2gbJfR,252773,4
181,spotify:track:1I7zHEdDx8Ny5RxzYPqsU2,9,Reelin' In The Years,1972-01-01,72,False,0.523,0.758,2,-9.81,1,0.0403,0.133,0.0,0.0952,0.766,135.437,audio_features,1I7zHEdDx8Ny5RxzYPqsU2,https://api.spotify.com/v1/tracks/1I7zHEdDx8Ny5RxzYPqsU2,https://api.spotify.com/v1/audio-analysis/1I7zHEdDx8Ny5RxzYPqsU2,277267,4
182,spotify:track:0PDCewmZCp0P5s00bptcdd,10,This Will Be (An Everlasting Love),1975-01-01,71,False,0.685,0.623,8,-11.146,1,0.042,0.228,0.00234,0.0295,0.896,126.739,audio_features,0PDCewmZCp0P5s00bptcdd,https://api.spotify.com/v1/tracks/0PDCewmZCp0P5s00bptcdd,https://api.spotify.com/v1/audio-analysis/0PDCewmZCp0P5s00bptcdd,171960,4
185,spotify:track:5YLnfy7R2kueN0BRPkjiEG,6,I'll Take You There,2007-01-01,66,False,0.846,0.595,0,-8.372,1,0.0439,0.0904,1.96e-06,0.063,0.78,101.632,audio_features,5YLnfy7R2kueN0BRPkjiEG,https://api.spotify.com/v1/tracks/5YLnfy7R2kueN0BRPkjiEG,https://api.spotify.com/v1/audio-analysis/5YLnfy7R2kueN0BRPkjiEG,196827,4
186,spotify:track:0MHXrqn909p0LRTPsNsGEi,15,Move On Up,1970,69,False,0.538,0.969,11,-5.626,0,0.0906,0.417,0.00154,0.119,0.928,138.652,audio_features,0MHXrqn909p0LRTPsNsGEi,https://api.spotify.com/v1/tracks/0MHXrqn909p0LRTPsNsGEi,https://api.spotify.com/v1/audio-analysis/0MHXrqn909p0LRTPsNsGEi,165790,4
187,spotify:track:1JQ6Xm1JrvHfvAqhl5pwaA,13,Easy,1977-01-01,77,False,0.589,0.384,10,-15.075,0,0.0332,0.112,2.8e-05,0.0596,0.354,132.909,audio_features,1JQ6Xm1JrvHfvAqhl5pwaA,https://api.spotify.com/v1/tracks/1JQ6Xm1JrvHfvAqhl5pwaA,https://api.spotify.com/v1/audio-analysis/1JQ6Xm1JrvHfvAqhl5pwaA,256427,4
188,spotify:track:2M2WJ7gBlcKNxdhyfPp9zY,11,Best of My Love,1977-06-10,67,False,0.784,0.713,0,-6.865,1,0.0339,0.447,0.14,0.0904,0.97,115.443,audio_features,2M2WJ7gBlcKNxdhyfPp9zY,https://api.spotify.com/v1/tracks/2M2WJ7gBlcKNxdhyfPp9zY,https://api.spotify.com/v1/audio-analysis/2M2WJ7gBlcKNxdhyfPp9zY,220560,4
189,spotify:track:13Mzsb8VzRSZ5w3pM48cn6,5,The Rubberband Man,1976,66,False,0.801,0.446,10,-14.605,1,0.0735,0.74,0.038,0.0832,0.925,97.898,audio_features,13Mzsb8VzRSZ5w3pM48cn6,https://api.spotify.com/v1/tracks/13Mzsb8VzRSZ5w3pM48cn6,https://api.spotify.com/v1/audio-analysis/13Mzsb8VzRSZ5w3pM48cn6,213000,4
190,spotify:track:3QcuZo6WLcFkqqLmDs0d95,13,Doctor My Eyes,1972,68,False,0.48,0.626,5,-8.406,1,0.0294,0.266,5.7e-05,0.0857,0.542,75.63,audio_features,3QcuZo6WLcFkqqLmDs0d95,https://api.spotify.com/v1/tracks/3QcuZo6WLcFkqqLmDs0d95,https://api.spotify.com/v1/audio-analysis/3QcuZo6WLcFkqqLmDs0d95,199907,4
194,spotify:track:0aj2QKJvz6CePykmlTApiD,14,Señorita,2002-11-04,66,False,0.841,0.629,1,-5.351,1,0.0442,0.0729,0.0,0.0742,0.87,97.963,audio_features,0aj2QKJvz6CePykmlTApiD,https://api.spotify.com/v1/tracks/0aj2QKJvz6CePykmlTApiD,https://api.spotify.com/v1/audio-analysis/0aj2QKJvz6CePykmlTApiD,294867,4
204,spotify:track:5qII2n90lVdPDcgXEEVHNy,11,Sunday Morning,2002,72,False,0.608,0.768,0,-5.227,1,0.0475,0.0913,0.0,0.0629,0.809,88.059,audio_features,5qII2n90lVdPDcgXEEVHNy,https://api.spotify.com/v1/tracks/5qII2n90lVdPDcgXEEVHNy,https://api.spotify.com/v1/audio-analysis/5qII2n90lVdPDcgXEEVHNy,244880,4
206,spotify:track:4l8u5h7OjkZo2UmyUoeKYJ,5,She's Got It All,1997,62,False,0.709,0.811,7,-6.603,1,0.0323,0.093,1.08e-05,0.1,0.735,132.728,audio_features,4l8u5h7OjkZo2UmyUoeKYJ,https://api.spotify.com/v1/tracks/4l8u5h7OjkZo2UmyUoeKYJ,https://api.spotify.com/v1/audio-analysis/4l8u5h7OjkZo2UmyUoeKYJ,205093,4
210,spotify:track:2o9LAypwGH4ctV0i9boo6d,27,Come Around Me,2020-02-14,80,False,0.648,0.681,2,-8.389,0,0.0378,0.263,0.00783,0.0971,0.767,157.941,audio_features,2o9LAypwGH4ctV0i9boo6d,https://api.spotify.com/v1/tracks/2o9LAypwGH4ctV0i9boo6d,https://api.spotify.com/v1/audio-analysis/2o9LAypwGH4ctV0i9boo6d,200773,4
212,spotify:track:6cg7xTJ0KnJS59h5RHWZ6K,5,RITMO (Bad Boys For Life) - Steve Aoki Remix,2019-12-20,63,False,0.84,0.719,1,-3.333,1,0.0887,0.0728,0.0188,0.112,0.494,111.993,audio_features,6cg7xTJ0KnJS59h5RHWZ6K,https://api.spotify.com/v1/tracks/6cg7xTJ0KnJS59h5RHWZ6K,https://api.spotify.com/v1/audio-analysis/6cg7xTJ0KnJS59h5RHWZ6K,231964,4
213,spotify:track:5Py8zRKGkZvgHniVVtvNCN,8,All Around Me,2020-02-14,76,False,0.566,0.438,0,-7.564,0,0.0367,0.809,0.0,0.212,0.692,117.127,audio_features,5Py8zRKGkZvgHniVVtvNCN,https://api.spotify.com/v1/tracks/5Py8zRKGkZvgHniVVtvNCN,https://api.spotify.com/v1/audio-analysis/5Py8zRKGkZvgHniVVtvNCN,136907,4
214,spotify:track:6oJ6le65B3SEqPwMRNXWjY,71,Higher Love,2019-06-28,86,False,0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,audio_features,6oJ6le65B3SEqPwMRNXWjY,https://api.spotify.com/v1/tracks/6oJ6le65B3SEqPwMRNXWjY,https://api.spotify.com/v1/audio-analysis/6oJ6le65B3SEqPwMRNXWjY,228267,4
215,spotify:track:3AzjcOeAmA57TIOr9zF1ZW,31,Physical,2020-03-27,89,False,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,0.746,146.962,audio_features,3AzjcOeAmA57TIOr9zF1ZW,https://api.spotify.com/v1/tracks/3AzjcOeAmA57TIOr9zF1ZW,https://api.spotify.com/v1/audio-analysis/3AzjcOeAmA57TIOr9zF1ZW,193829,4
217,spotify:track:6tgEc2O1uFHcZDKPoo6PC8,9,ALREADY,2019-07-19,68,False,0.647,0.732,2,-5.846,1,0.0891,0.0846,0.0,0.597,0.548,67.295,audio_features,6tgEc2O1uFHcZDKPoo6PC8,https://api.spotify.com/v1/tracks/6tgEc2O1uFHcZDKPoo6PC8,https://api.spotify.com/v1/audio-analysis/6tgEc2O1uFHcZDKPoo6PC8,222529,3
218,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,151,Don't Start Now,2019-10-31,97,False,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,audio_features,6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/tracks/6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/audio-analysis/6WrI0LAC5M1Rw2MnX2ZvEg,183290,4
219,spotify:track:364dI1bYnvamSnBJ8JcNzN,68,Intentions,2020-02-07,92,False,0.811,0.553,9,-6.644,1,0.0552,0.317,0.0,0.105,0.86,148.014,audio_features,364dI1bYnvamSnBJ8JcNzN,https://api.spotify.com/v1/tracks/364dI1bYnvamSnBJ8JcNzN,https://api.spotify.com/v1/audio-analysis/364dI1bYnvamSnBJ8JcNzN,212869,4
220,spotify:track:0sf12qNH5qcw8qpgymFOqD,136,Blinding Lights,2019-11-29,93,False,0.513,0.796,1,-4.075,1,0.0629,0.00147,0.000209,0.0938,0.345,171.017,audio_features,0sf12qNH5qcw8qpgymFOqD,https://api.spotify.com/v1/tracks/0sf12qNH5qcw8qpgymFOqD,https://api.spotify.com/v1/audio-analysis/0sf12qNH5qcw8qpgymFOqD,201573,4
221,spotify:track:127QTOFJsJQp5LbJbu3A1y,176,Toosie Slide,2020-04-03,99,True,0.834,0.454,1,-9.75,0,0.201,0.321,6.15e-06,0.114,0.837,81.618,audio_features,127QTOFJsJQp5LbJbu3A1y,https://api.spotify.com/v1/tracks/127QTOFJsJQp5LbJbu3A1y,https://api.spotify.com/v1/audio-analysis/127QTOFJsJQp5LbJbu3A1y,247059,4
222,spotify:track:01gNiOqg8u7vT90uVgOVmz,5,Whole Lotta Lovin',2016-01-08,58,True,0.51,0.398,4,-8.75,0,0.0558,0.135,3.78e-06,0.0634,0.382,119.973,audio_features,01gNiOqg8u7vT90uVgOVmz,https://api.spotify.com/v1/tracks/01gNiOqg8u7vT90uVgOVmz,https://api.spotify.com/v1/audio-analysis/01gNiOqg8u7vT90uVgOVmz,299160,4
223,spotify:track:7qvsl2pYzrsYgPeFBN5jxp,10,Juicy,2019-08-15,74,True,0.786,0.658,0,-2.61,1,0.0661,0.0856,0.0,0.0689,0.458,170.037,audio_features,7qvsl2pYzrsYgPeFBN5jxp,https://api.spotify.com/v1/tracks/7qvsl2pYzrsYgPeFBN5jxp,https://api.spotify.com/v1/audio-analysis/7qvsl2pYzrsYgPeFBN5jxp,202333,4
224,spotify:track:1b6tPXXCV2fSNtR3SKWUQA,9,Available,2020-02-14,75,False,0.702,0.608,3,-6.843,1,0.0359,0.0736,0.0,0.129,0.597,75.012,audio_features,1b6tPXXCV2fSNtR3SKWUQA,https://api.spotify.com/v1/tracks/1b6tPXXCV2fSNtR3SKWUQA,https://api.spotify.com/v1/audio-analysis/1b6tPXXCV2fSNtR3SKWUQA,195333,4
225,spotify:track:7CHi4DtfK4heMlQaudCuHK,69,Lose Control,2019-10-11,91,False,0.598,0.526,10,-8.659,0,0.0415,0.129,0.0,0.14,0.529,123.935,audio_features,7CHi4DtfK4heMlQaudCuHK,https://api.spotify.com/v1/tracks/7CHi4DtfK4heMlQaudCuHK,https://api.spotify.com/v1/audio-analysis/7CHi4DtfK4heMlQaudCuHK,168387,4
226,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,13,Let Me Love You,2016-08-05,81,False,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,audio_features,0lYBSQXN6rCTvUZvg9S0lU,https://api.spotify.com/v1/tracks/0lYBSQXN6rCTvUZvg9S0lU,https://api.spotify.com/v1/audio-analysis/0lYBSQXN6rCTvUZvg9S0lU,205947,4
227,spotify:track:6DCZcSspjsKoFjzjrWoCdn,34,God's Plan,2018-06-29,85,True,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,audio_features,6DCZcSspjsKoFjzjrWoCdn,https://api.spotify.com/v1/tracks/6DCZcSspjsKoFjzjrWoCdn,https://api.spotify.com/v1/audio-analysis/6DCZcSspjsKoFjzjrWoCdn,198973,4
230,spotify:track:6zsk6uF3MxfIeHPlubKBvR,27,Get Ur Freak On,2001-05-14,70,True,0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87,audio_features,6zsk6uF3MxfIeHPlubKBvR,https://api.spotify.com/v1/tracks/6zsk6uF3MxfIeHPlubKBvR,https://api.spotify.com/v1/audio-analysis/6zsk6uF3MxfIeHPlubKBvR,211120,4
232,spotify:track:4NSW0Km5ZG60L8FthUebPJ,14,What I Like About You (feat. Theresa Rex),2019-03-22,79,False,0.46,0.8,1,-3.584,1,0.05,0.289,6.16e-06,0.121,0.553,102.46,audio_features,4NSW0Km5ZG60L8FthUebPJ,https://api.spotify.com/v1/tracks/4NSW0Km5ZG60L8FthUebPJ,https://api.spotify.com/v1/audio-analysis/4NSW0Km5ZG60L8FthUebPJ,220396,4
233,spotify:track:2VdT56BGpdqNHUgOe1j5vc,11,Rich & Sad,2018-04-27,75,True,0.599,0.571,2,-4.998,1,0.0665,0.198,0.0,0.0969,0.285,151.974,audio_features,2VdT56BGpdqNHUgOe1j5vc,https://api.spotify.com/v1/tracks/2VdT56BGpdqNHUgOe1j5vc,https://api.spotify.com/v1/audio-analysis/2VdT56BGpdqNHUgOe1j5vc,206453,4
234,spotify:track:4EivmOT13NMpNSfTKn9p4s,56,Like That (feat. Gucci Mane),2019-11-07,89,True,0.879,0.499,4,-6.027,0,0.18,0.24,0.0,0.0967,0.405,106.043,audio_features,4EivmOT13NMpNSfTKn9p4s,https://api.spotify.com/v1/tracks/4EivmOT13NMpNSfTKn9p4s,https://api.spotify.com/v1/audio-analysis/4EivmOT13NMpNSfTKn9p4s,163173,4
236,spotify:track:2sqsNXfN0HtgDEgaHXiUTa,18,Won't Be Late (feat. Drake),2019-08-16,74,False,0.915,0.588,7,-6.302,0,0.0677,0.0824,0.000169,0.104,0.329,123.936,audio_features,2sqsNXfN0HtgDEgaHXiUTa,https://api.spotify.com/v1/tracks/2sqsNXfN0HtgDEgaHXiUTa,https://api.spotify.com/v1/audio-analysis/2sqsNXfN0HtgDEgaHXiUTa,218710,4
237,spotify:track:6IaieqiCVvsNvEt6Y7yOFa,8,Ball For Me (feat. Nicki Minaj),2018-04-27,74,True,0.797,0.55,9,-4.166,1,0.24,0.513,0.0,0.0786,0.543,134.206,audio_features,6IaieqiCVvsNvEt6Y7yOFa,https://api.spotify.com/v1/tracks/6IaieqiCVvsNvEt6Y7yOFa,https://api.spotify.com/v1/audio-analysis/6IaieqiCVvsNvEt6Y7yOFa,206267,4
