,acousticness,analysis_url,count,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,time_signature,track_href,type,uri,valence
25945,0.747,https://api.spotify.com/v1/audio-analysis/04XeEuHyG4Z3NKY1zgAYEO,9,0.732,299440,0.408,False,04XeEuHyG4Z3NKY1zgAYEO,0.000229,11,0.069,-8.475,1,The Barrel,64,2019-04-26,0.036,87.016,4,https://api.spotify.com/v1/tracks/04XeEuHyG4Z3NKY1zgAYEO,audio_features,spotify:track:04XeEuHyG4Z3NKY1zgAYEO,0.663
25946,0.638,https://api.spotify.com/v1/audio-analysis/1DXvEWgI1xoxmKv2Zd3pNE,6,0.623,188413,0.613,False,1DXvEWgI1xoxmKv2Zd3pNE,0.572,10,0.143,-9.241,0,UFOF,58,2019-05-03,0.0309,147.168,4,https://api.spotify.com/v1/tracks/1DXvEWgI1xoxmKv2Zd3pNE,audio_features,spotify:track:1DXvEWgI1xoxmKv2Zd3pNE,0.745
25949,0.05,https://api.spotify.com/v1/audio-analysis/3XbNseJrIK8LzoTh4eA0Xf,5,0.577,275040,0.613,True,3XbNseJrIK8LzoTh4eA0Xf,0.0,7,0.0917,-9.346,1,"Shake It (feat. Big Freedia, CupcakKe, Brooke Candy and Pabllo Vittar)",51,2019-09-13,0.543,133.652,5,https://api.spotify.com/v1/tracks/3XbNseJrIK8LzoTh4eA0Xf,audio_features,spotify:track:3XbNseJrIK8LzoTh4eA0Xf,0.422
25953,0.00183,https://api.spotify.com/v1/audio-analysis/5gkUvoww4DaFJRPMYL0kgn,5,0.627,197720,0.621,False,5gkUvoww4DaFJRPMYL0kgn,0.47,1,0.137,-10.169,0,Speedway,40,2019-06-21,0.0478,127.659,4,https://api.spotify.com/v1/tracks/5gkUvoww4DaFJRPMYL0kgn,audio_features,spotify:track:5gkUvoww4DaFJRPMYL0kgn,0.265
25959,0.296,https://api.spotify.com/v1/audio-analysis/5QvBXUm5MglLJ3iBfTX2Wo,7,0.36,177227,0.391,True,5QvBXUm5MglLJ3iBfTX2Wo,0.000406,6,0.129,-10.6,1,RUNNING OUT OF TIME,70,2019-05-17,0.0528,84.281,4,https://api.spotify.com/v1/tracks/5QvBXUm5MglLJ3iBfTX2Wo,audio_features,spotify:track:5QvBXUm5MglLJ3iBfTX2Wo,0.162
25996,0.382,https://api.spotify.com/v1/audio-analysis/1Kgyx7NLtzsa3gWV1efGHu,7,0.815,209680,0.757,False,1Kgyx7NLtzsa3gWV1efGHu,3.28e-06,10,0.147,-6.16,0,Sexy Movimiento,66,2007-01-01,0.039,104.986,4,https://api.spotify.com/v1/tracks/1Kgyx7NLtzsa3gWV1efGHu,audio_features,spotify:track:1Kgyx7NLtzsa3gWV1efGHu,0.734
26002,0.0449,https://api.spotify.com/v1/audio-analysis/4cyYC67XY3weSVmSLdKLP8,5,0.43,292160,0.886,False,4cyYC67XY3weSVmSLdKLP8,0.0,0,0.0879,-5.811,1,Taboo,65,2010-01-01,0.0828,187.38,3,https://api.spotify.com/v1/tracks/4cyYC67XY3weSVmSLdKLP8,audio_features,spotify:track:4cyYC67XY3weSVmSLdKLP8,0.808
26007,0.0838,https://api.spotify.com/v1/audio-analysis/3pDhN3qB33AOPhQEkUCaWt,16,0.806,224693,0.875,False,3pDhN3qB33AOPhQEkUCaWt,0.00192,7,0.065,-3.817,1,Limbo,71,2012-01-01,0.088,125.063,4,https://api.spotify.com/v1/tracks/3pDhN3qB33AOPhQEkUCaWt,audio_features,spotify:track:3pDhN3qB33AOPhQEkUCaWt,0.917
26019,0.0856,https://api.spotify.com/v1/audio-analysis/2eqDUxbd0JPEhNrJdPlHLs,8,0.685,235547,0.944,False,2eqDUxbd0JPEhNrJdPlHLs,0.0,5,0.0927,-2.793,1,Adrenalina (feat. Jennifer Lopez & Ricky Martin),65,2014-03-18,0.145,124.987,4,https://api.spotify.com/v1/tracks/2eqDUxbd0JPEhNrJdPlHLs,audio_features,spotify:track:2eqDUxbd0JPEhNrJdPlHLs,0.757
26025,0.249,https://api.spotify.com/v1/audio-analysis/5LVoGJTyG6fLJgoGkY2QAZ,11,0.704,271080,0.69,False,5LVoGJTyG6fLJgoGkY2QAZ,0.0,6,0.123,-5.451,1,Ahora Dice,72,2017-03-17,0.16,144.045,4,https://api.spotify.com/v1/tracks/5LVoGJTyG6fLJgoGkY2QAZ,audio_features,spotify:track:5LVoGJTyG6fLJgoGkY2QAZ,0.402
26027,0.484,https://api.spotify.com/v1/audio-analysis/7flNdUykV5LYDRv8wQDbsx,6,0.558,195533,0.851,False,7flNdUykV5LYDRv8wQDbsx,0.00787,9,0.31,-4.12,0,Pa Dentro,52,2018-05-31,0.242,126.399,5,https://api.spotify.com/v1/tracks/7flNdUykV5LYDRv8wQDbsx,audio_features,spotify:track:7flNdUykV5LYDRv8wQDbsx,0.704
26028,0.0894,https://api.spotify.com/v1/audio-analysis/0SUukeNYkHMk8bxwgGQKJa,5,0.708,215800,0.87,False,0SUukeNYkHMk8bxwgGQKJa,0.0,10,0.347,-4.473,1,Me Voy Enamorando - Remix,63,2015-05-05,0.0557,99.963,4,https://api.spotify.com/v1/tracks/0SUukeNYkHMk8bxwgGQKJa,audio_features,spotify:track:0SUukeNYkHMk8bxwgGQKJa,0.547
26082,0.162,https://api.spotify.com/v1/audio-analysis/61dCUoMCg28qEBzrW6htYM,12,0.799,227833,0.586,False,61dCUoMCg28qEBzrW6htYM,2.03e-06,11,0.193,-6.735,1,Rather Be (feat. Jess Glynne),69,2014-06-02,0.0377,120.97,4,https://api.spotify.com/v1/tracks/61dCUoMCg28qEBzrW6htYM,audio_features,spotify:track:61dCUoMCg28qEBzrW6htYM,0.549
26090,0.0879,https://api.spotify.com/v1/audio-analysis/2lZHCWCUkxLuQ5skJhkoyS,7,0.649,235813,0.716,False,2lZHCWCUkxLuQ5skJhkoyS,0.03,11,0.0824,-6.232,1,Shooting Stars,5,2011-01-01,0.0445,124.968,4,https://api.spotify.com/v1/tracks/2lZHCWCUkxLuQ5skJhkoyS,audio_features,spotify:track:2lZHCWCUkxLuQ5skJhkoyS,0.503
26100,0.0807,https://api.spotify.com/v1/audio-analysis/4AOpEhqA7zHxQjkHmRrAp7,7,0.79,195561,0.705,False,4AOpEhqA7zHxQjkHmRrAp7,4.81e-05,0,0.251,-4.684,0,This Girl - Kungs Vs. Cookin' On 3 Burners,11,2016-02-19,0.0383,121.969,4,https://api.spotify.com/v1/tracks/4AOpEhqA7zHxQjkHmRrAp7,audio_features,spotify:track:4AOpEhqA7zHxQjkHmRrAp7,0.501
26103,0.0353,https://api.spotify.com/v1/audio-analysis/0vbtURX4qv1l7besfwmnD8,9,0.663,197933,0.713,True,0vbtURX4qv1l7besfwmnD8,7.68e-06,7,0.0843,-6.647,0,I Took A Pill In Ibiza - Seeb Remix,77,2016-05-06,0.112,101.965,4,https://api.spotify.com/v1/tracks/0vbtURX4qv1l7besfwmnD8,audio_features,spotify:track:0vbtURX4qv1l7besfwmnD8,0.69
26107,0.24,https://api.spotify.com/v1/audio-analysis/5PsUB0ISfQxRLhF5DmI5Ks,6,0.522,263000,0.707,False,5PsUB0ISfQxRLhF5DmI5Ks,2.04e-05,5,0.156,-7.113,0,Don't Speak,9,1995-10-10,0.0354,76.05,4,https://api.spotify.com/v1/tracks/5PsUB0ISfQxRLhF5DmI5Ks,audio_features,spotify:track:5PsUB0ISfQxRLhF5DmI5Ks,0.572
26108,0.000704,https://api.spotify.com/v1/audio-analysis/190jyVPHYjAqEaOGmMzdyk,5,0.601,227987,0.843,False,190jyVPHYjAqEaOGmMzdyk,5.27e-05,0,0.0681,-4.87,1,Beauty And A Beat,71,2012-06-15,0.0593,128.002,4,https://api.spotify.com/v1/tracks/190jyVPHYjAqEaOGmMzdyk,audio_features,spotify:track:190jyVPHYjAqEaOGmMzdyk,0.534
26111,0.0668,https://api.spotify.com/v1/audio-analysis/06iMqWThw4w8fTFyccvOwr,5,0.854,291782,0.692,True,06iMqWThw4w8fTFyccvOwr,0.0,7,0.247,-6.625,1,Ride Wit Me,7,2000-06-27,0.0479,101.865,4,https://api.spotify.com/v1/tracks/06iMqWThw4w8fTFyccvOwr,audio_features,spotify:track:06iMqWThw4w8fTFyccvOwr,0.753
26115,0.262,https://api.spotify.com/v1/audio-analysis/2TTYIwTM2iLC1YOyHuhRMt,5,0.765,206227,0.791,False,2TTYIwTM2iLC1YOyHuhRMt,0.000154,8,0.0669,-5.707,1,Lucky,65,2000-05-16,0.0317,95.026,4,https://api.spotify.com/v1/tracks/2TTYIwTM2iLC1YOyHuhRMt,audio_features,spotify:track:2TTYIwTM2iLC1YOyHuhRMt,0.966
26116,0.025,https://api.spotify.com/v1/audio-analysis/5uImkHXfTLkNYwemtGH7kB,5,0.734,215227,0.766,False,5uImkHXfTLkNYwemtGH7kB,0.00138,1,0.108,-4.485,1,We Found Love,11,2012-07-18,0.0383,127.986,4,https://api.spotify.com/v1/tracks/5uImkHXfTLkNYwemtGH7kB,audio_features,spotify:track:5uImkHXfTLkNYwemtGH7kB,0.6
26117,0.408,https://api.spotify.com/v1/audio-analysis/1I8tHoNBFTuoJAlh4hfVVE,19,0.486,273684,0.652,False,1I8tHoNBFTuoJAlh4hfVVE,6.63e-05,11,0.077,-7.226,0,Firestone (feat. Conrad Sewell),77,2016-05-13,0.052,113.055,4,https://api.spotify.com/v1/tracks/1I8tHoNBFTuoJAlh4hfVVE,audio_features,spotify:track:1I8tHoNBFTuoJAlh4hfVVE,0.391
26137,0.67,https://api.spotify.com/v1/audio-analysis/2GplG03rw0CN2EMLzPJZAl,7,0.67,196987,0.822,False,2GplG03rw0CN2EMLzPJZAl,0.00115,9,0.132,-6.687,0,Já Sei Namorar,62,2002-01-01,0.057,145.56,4,https://api.spotify.com/v1/tracks/2GplG03rw0CN2EMLzPJZAl,audio_features,spotify:track:2GplG03rw0CN2EMLzPJZAl,0.833
26138,0.0647,https://api.spotify.com/v1/audio-analysis/1Jaah2tmN9Hv81A87KZ1MU,6,0.575,244667,0.886,False,1Jaah2tmN9Hv81A87KZ1MU,0.000187,5,0.709,-5.182,1,Torn,70,1997-11-24,0.034,96.308,4,https://api.spotify.com/v1/tracks/1Jaah2tmN9Hv81A87KZ1MU,audio_features,spotify:track:1Jaah2tmN9Hv81A87KZ1MU,0.608
26139,0.023,https://api.spotify.com/v1/audio-analysis/754kgU5rWscRTfvlsuEwFp,9,0.526,208680,0.749,False,754kgU5rWscRTfvlsuEwFp,1.76e-06,3,0.0692,-6.964,1,Kiss Me,76,1997,0.0283,99.982,4,https://api.spotify.com/v1/tracks/754kgU5rWscRTfvlsuEwFp,audio_features,spotify:track:754kgU5rWscRTfvlsuEwFp,0.421
26155,0.0294,https://api.spotify.com/v1/audio-analysis/2oxtQ84p1j5GmyzmD50Lq0,5,0.856,236213,0.754,False,2oxtQ84p1j5GmyzmD50Lq0,1.49e-05,7,0.206,-2.728,0,Rich Girl,65,2004-11-22,0.0416,98.018,4,https://api.spotify.com/v1/tracks/2oxtQ84p1j5GmyzmD50Lq0,audio_features,spotify:track:2oxtQ84p1j5GmyzmD50Lq0,0.722
26173,0.0102,https://api.spotify.com/v1/audio-analysis/4XRUKxDIn28c7uHEzbGFgj,5,0.58,224933,0.729,False,4XRUKxDIn28c7uHEzbGFgj,0.0,4,0.0805,-6.705,0,More Than That,57,2000-11-21,0.0287,80.061,4,https://api.spotify.com/v1/tracks/4XRUKxDIn28c7uHEzbGFgj,audio_features,spotify:track:4XRUKxDIn28c7uHEzbGFgj,0.483
26179,0.00346,https://api.spotify.com/v1/audio-analysis/5rtpGGu3bPKsJEFjDGs63M,7,0.734,229573,0.844,False,5rtpGGu3bPKsJEFjDGs63M,1.81e-05,1,0.333,-5.357,0,Murder On The Dancefloor,58,2001-01-01,0.0343,117.306,4,https://api.spotify.com/v1/tracks/5rtpGGu3bPKsJEFjDGs63M,audio_features,spotify:track:5rtpGGu3bPKsJEFjDGs63M,0.823
26203,0.0149,https://api.spotify.com/v1/audio-analysis/1yTQ39my3MoNROlFw3RDNy,7,0.726,235973,0.679,False,1yTQ39my3MoNROlFw3RDNy,1.49e-06,1,0.0837,-6.219,1,Say You'll Be There,65,1996-01-01,0.0473,107.02,4,https://api.spotify.com/v1/tracks/1yTQ39my3MoNROlFw3RDNy,audio_features,spotify:track:1yTQ39my3MoNROlFw3RDNy,0.751
26214,0.156,https://api.spotify.com/v1/audio-analysis/7f0jXNMu2xjQUtmKMuWhGA,7,0.566,295493,0.57,False,7f0jXNMu2xjQUtmKMuWhGA,0.0,11,0.118,-9.875,0,What's Up?,15,1992-01-01,0.0285,134.537,4,https://api.spotify.com/v1/tracks/7f0jXNMu2xjQUtmKMuWhGA,audio_features,spotify:track:7f0jXNMu2xjQUtmKMuWhGA,0.491
26216,0.00238,https://api.spotify.com/v1/audio-analysis/0TwBtDAWpkpM3srywFVOV5,6,0.664,235933,0.758,False,0TwBtDAWpkpM3srywFVOV5,0.0,2,0.0598,-6.583,0,Crazy In Love (feat. Jay-Z),70,2003-03-10,0.21,99.259,4,https://api.spotify.com/v1/tracks/0TwBtDAWpkpM3srywFVOV5,audio_features,spotify:track:0TwBtDAWpkpM3srywFVOV5,0.701
26217,0.441,https://api.spotify.com/v1/audio-analysis/15O20RQyWJgKrkHID9ynT9,5,0.443,233337,0.558,True,15O20RQyWJgKrkHID9ynT9,0.0,0,0.163,-5.436,1,Never Be Like You,21,2016-05-27,0.0624,116.838,4,https://api.spotify.com/v1/tracks/15O20RQyWJgKrkHID9ynT9,audio_features,spotify:track:15O20RQyWJgKrkHID9ynT9,0.248
26231,0.0251,https://api.spotify.com/v1/audio-analysis/1KGi9sZVMeszgZOWivFpxs,10,0.743,214400,0.675,False,1KGi9sZVMeszgZOWivFpxs,0.000717,8,0.0685,-4.267,0,No Scrubs,79,1999-02-23,0.0953,92.909,4,https://api.spotify.com/v1/tracks/1KGi9sZVMeszgZOWivFpxs,audio_features,spotify:track:1KGi9sZVMeszgZOWivFpxs,0.59
26238,9.24e-05,https://api.spotify.com/v1/audio-analysis/1t2Hq2WIBcZINOEnK6mdJG,7,0.547,239227,0.693,False,1t2Hq2WIBcZINOEnK6mdJG,5.46e-05,0,0.113,-8.786,1,Save Tonight,64,1998-07-13,0.0353,119.567,4,https://api.spotify.com/v1/tracks/1t2Hq2WIBcZINOEnK6mdJG,audio_features,spotify:track:1t2Hq2WIBcZINOEnK6mdJG,0.583
26244,0.0153,https://api.spotify.com/v1/audio-analysis/2He3NOyqtLNE3RQPpeDdSb,7,0.694,231787,0.881,False,2He3NOyqtLNE3RQPpeDdSb,0.0196,1,0.0851,-4.053,0,Groove Is in the Heart,62,1990,0.0701,121.554,4,https://api.spotify.com/v1/tracks/2He3NOyqtLNE3RQPpeDdSb,audio_features,spotify:track:2He3NOyqtLNE3RQPpeDdSb,0.924
26254,0.00868,https://api.spotify.com/v1/audio-analysis/6s3GEN8wK0OMzzzZbXj0fu,8,0.565,212647,0.849,False,6s3GEN8wK0OMzzzZbXj0fu,4.68e-06,0,0.12,-3.516,0,Hymn for the Weekend - Seeb Remix,69,2016-03-25,0.0517,102.034,4,https://api.spotify.com/v1/tracks/6s3GEN8wK0OMzzzZbXj0fu,audio_features,spotify:track:6s3GEN8wK0OMzzzZbXj0fu,0.427
26264,0.00396,https://api.spotify.com/v1/audio-analysis/7DoBn08dqKS9MmtZiZChVD,9,0.86,317400,0.768,False,7DoBn08dqKS9MmtZiZChVD,0.000112,0,0.113,-5.087,1,Garota Nacional,56,1996-06-15,0.0341,130.108,4,https://api.spotify.com/v1/tracks/7DoBn08dqKS9MmtZiZChVD,audio_features,spotify:track:7DoBn08dqKS9MmtZiZChVD,0.81
26273,0.00114,https://api.spotify.com/v1/audio-analysis/5JCi3pyggvk4B0yd0BK3ow,8,0.736,258387,0.677,False,5JCi3pyggvk4B0yd0BK3ow,0.844,4,0.0949,-7.036,0,Stay High - Habits Remix,69,2014-09-24,0.0352,121.01,4,https://api.spotify.com/v1/tracks/5JCi3pyggvk4B0yd0BK3ow,audio_features,spotify:track:5JCi3pyggvk4B0yd0BK3ow,0.0747
26291,0.356,https://api.spotify.com/v1/audio-analysis/0AKejOKlGdiB53QpwAeenO,6,0.777,214480,0.627,False,0AKejOKlGdiB53QpwAeenO,0.0,7,0.0956,-6.142,1,Don't Wanna Know,5,2016-10-11,0.0792,100.054,4,https://api.spotify.com/v1/tracks/0AKejOKlGdiB53QpwAeenO,audio_features,spotify:track:0AKejOKlGdiB53QpwAeenO,0.444
26292,0.537,https://api.spotify.com/v1/audio-analysis/6OnYQKTc5fbSGbIpaH4KxL,6,0.788,192846,0.43,False,6OnYQKTc5fbSGbIpaH4KxL,0.00261,11,0.0936,-7.757,1,Hear Me Now,5,2016-10-21,0.0419,121.996,4,https://api.spotify.com/v1/tracks/6OnYQKTc5fbSGbIpaH4KxL,audio_features,spotify:track:6OnYQKTc5fbSGbIpaH4KxL,0.461
26299,0.154,https://api.spotify.com/v1/audio-analysis/1j8z4TTjJ1YOdoFEDwJTQa,9,0.61,296520,0.893,False,1j8z4TTjJ1YOdoFEDwJTQa,4.41e-05,9,0.021,-3.681,1,Ain't It Fun,72,2013-04-05,0.0921,104.031,4,https://api.spotify.com/v1/tracks/1j8z4TTjJ1YOdoFEDwJTQa,audio_features,spotify:track:1j8z4TTjJ1YOdoFEDwJTQa,0.673
26300,0.074,https://api.spotify.com/v1/audio-analysis/0sooJd5WbNnnz5k6yO7FIQ,6,0.682,214148,0.714,False,0sooJd5WbNnnz5k6yO7FIQ,0.0,9,0.278,-6.306,1,Pompeii,9,2013-01-01,0.0399,127.443,4,https://api.spotify.com/v1/tracks/0sooJd5WbNnnz5k6yO7FIQ,audio_features,spotify:track:0sooJd5WbNnnz5k6yO7FIQ,0.581
26302,0.124,https://api.spotify.com/v1/audio-analysis/6RsWqX8zABZLhZydXxEFOm,7,0.702,213520,0.77,False,6RsWqX8zABZLhZydXxEFOm,0.0,9,0.103,-5.416,0,Can't Feel My Face,10,2015-08-28,0.0482,107.951,4,https://api.spotify.com/v1/tracks/6RsWqX8zABZLhZydXxEFOm,audio_features,spotify:track:6RsWqX8zABZLhZydXxEFOm,0.593
26329,0.0372,https://api.spotify.com/v1/audio-analysis/4Pbg79cTBu4vgSphoyNq3j,6,0.697,186987,0.683,False,4Pbg79cTBu4vgSphoyNq3j,0.0,1,0.137,-2.881,0,2002,74,2018-04-19,0.117,96.133,4,https://api.spotify.com/v1/tracks/4Pbg79cTBu4vgSphoyNq3j,audio_features,spotify:track:4Pbg79cTBu4vgSphoyNq3j,0.603
26407,0.0445,https://api.spotify.com/v1/audio-analysis/6X6SdJzxyw7GzxwP2fr9WV,6,0.74,218868,0.669,False,6X6SdJzxyw7GzxwP2fr9WV,0.0,0,0.184,-5.199,1,All I Am,63,2018-08-17,0.0373,122.007,4,https://api.spotify.com/v1/tracks/6X6SdJzxyw7GzxwP2fr9WV,audio_features,spotify:track:6X6SdJzxyw7GzxwP2fr9WV,0.536
26411,0.046,https://api.spotify.com/v1/audio-analysis/1KFN3kB4hc6r7ILpifFsqf,11,0.792,158005,0.768,False,1KFN3kB4hc6r7ILpifFsqf,3.39e-06,4,0.067,-5.074,0,Veneno,63,2018-11-09,0.107,89.917,4,https://api.spotify.com/v1/tracks/1KFN3kB4hc6r7ILpifFsqf,audio_features,spotify:track:1KFN3kB4hc6r7ILpifFsqf,0.295
26418,0.0174,https://api.spotify.com/v1/audio-analysis/5Klo65Y9uouLjNVDV3pqh7,5,0.535,304080,0.951,False,5Klo65Y9uouLjNVDV3pqh7,9.61e-06,7,0.345,-5.859,1,Go West - 2003 Remaster,63,2003,0.0373,120.72,4,https://api.spotify.com/v1/tracks/5Klo65Y9uouLjNVDV3pqh7,audio_features,spotify:track:5Klo65Y9uouLjNVDV3pqh7,0.444
26432,0.000341,https://api.spotify.com/v1/audio-analysis/5VYTKiOnHw4iTrB9pG3yum,6,0.637,209813,0.849,True,5VYTKiOnHw4iTrB9pG3yum,0.0386,1,0.141,-6.855,1,Unbelievable,63,1991-05-07,0.0362,104.074,4,https://api.spotify.com/v1/tracks/5VYTKiOnHw4iTrB9pG3yum,audio_features,spotify:track:5VYTKiOnHw4iTrB9pG3yum,0.936
26439,0.00149,https://api.spotify.com/v1/audio-analysis/15DwFznkBJir7AK9PyMyRR,7,0.703,196489,0.832,False,15DwFznkBJir7AK9PyMyRR,0.127,0,0.0696,-7.202,0,17,68,2017-09-01,0.0689,122.029,4,https://api.spotify.com/v1/tracks/15DwFznkBJir7AK9PyMyRR,audio_features,spotify:track:15DwFznkBJir7AK9PyMyRR,0.667
26446,0.127,https://api.spotify.com/v1/audio-analysis/47W6YR93MPCGLEUReLMyDm,10,0.662,229360,0.949,False,47W6YR93MPCGLEUReLMyDm,0.0,6,0.135,-4.758,1,Virtual Insanity - Remastered,69,2006-11-06,0.108,91.954,4,https://api.spotify.com/v1/tracks/47W6YR93MPCGLEUReLMyDm,audio_features,spotify:track:47W6YR93MPCGLEUReLMyDm,0.515
26468,0.00292,https://api.spotify.com/v1/audio-analysis/4QAUGy6k7c3IOAhgWz52r7,9,0.572,215238,0.934,False,4QAUGy6k7c3IOAhgWz52r7,0.0198,6,0.105,-5.053,0,Heaven - David Guetta & MORTEN Remix,70,2019-08-23,0.0446,125.948,4,https://api.spotify.com/v1/tracks/4QAUGy6k7c3IOAhgWz52r7,audio_features,spotify:track:4QAUGy6k7c3IOAhgWz52r7,0.204
26480,0.0271,https://api.spotify.com/v1/audio-analysis/1mzARUs2kMMxcKh1ome5aX,6,0.755,177781,0.828,False,1mzARUs2kMMxcKh1ome5aX,0.0291,1,0.0799,-4.443,1,Safety (feat. DJ Snake),57,2019-08-28,0.0356,109.011,4,https://api.spotify.com/v1/tracks/1mzARUs2kMMxcKh1ome5aX,audio_features,spotify:track:1mzARUs2kMMxcKh1ome5aX,0.729
26482,0.192,https://api.spotify.com/v1/audio-analysis/51MMC5DogGZAnHil5HQAXg,11,0.695,215280,0.762,False,51MMC5DogGZAnHil5HQAXg,0.00244,0,0.0863,-3.497,1,Circles,14,2019-09-06,0.0395,120.042,4,https://api.spotify.com/v1/tracks/51MMC5DogGZAnHil5HQAXg,audio_features,spotify:track:51MMC5DogGZAnHil5HQAXg,0.553
26492,0.135,https://api.spotify.com/v1/audio-analysis/0BnTBAGmr9FtYwkZrwKhwS,11,0.639,221379,0.859,True,0BnTBAGmr9FtYwkZrwKhwS,0.0,9,0.129,-2.758,0,Just Us (feat. SZA),67,2019-05-17,0.147,93.132,4,https://api.spotify.com/v1/tracks/0BnTBAGmr9FtYwkZrwKhwS,audio_features,spotify:track:0BnTBAGmr9FtYwkZrwKhwS,0.566
26497,0.0226,https://api.spotify.com/v1/audio-analysis/5GsJcnO3rgpZFOrzL2EISO,9,0.773,152932,0.859,False,5GsJcnO3rgpZFOrzL2EISO,0.000251,1,0.342,-4.516,1,Flash Pose,59,2019-07-26,0.216,124.017,4,https://api.spotify.com/v1/tracks/5GsJcnO3rgpZFOrzL2EISO,audio_features,spotify:track:5GsJcnO3rgpZFOrzL2EISO,0.432
26502,0.0148,https://api.spotify.com/v1/audio-analysis/7G7tgVYORlDuVprcYHuFJh,6,0.439,236933,0.422,False,7G7tgVYORlDuVprcYHuFJh,4.84e-05,8,0.0697,-17.227,1,Don't Dream It's Over,72,1986-01-01,0.0409,81.833,4,https://api.spotify.com/v1/tracks/7G7tgVYORlDuVprcYHuFJh,audio_features,spotify:track:7G7tgVYORlDuVprcYHuFJh,0.551
26506,0.145,https://api.spotify.com/v1/audio-analysis/35MKhw2YBKApmD7fAnPERC,11,0.547,186805,0.795,False,35MKhw2YBKApmD7fAnPERC,0.0,8,0.11,-3.721,1,Faith (with Dolly Parton) [feat. Mr. Probz],76,2019-10-25,0.0489,118.118,4,https://api.spotify.com/v1/tracks/35MKhw2YBKApmD7fAnPERC,audio_features,spotify:track:35MKhw2YBKApmD7fAnPERC,0.723
26526,0.483,https://api.spotify.com/v1/audio-analysis/2nwCO1PqpvyoFIvq3Vrj8N,8,0.74,166008,0.392,False,2nwCO1PqpvyoFIvq3Vrj8N,1.11e-06,9,0.0965,-11.996,1,These Boots Are Made For Walkin',68,1966-03,0.0824,82.742,4,https://api.spotify.com/v1/tracks/2nwCO1PqpvyoFIvq3Vrj8N,audio_features,spotify:track:2nwCO1PqpvyoFIvq3Vrj8N,0.387
26538,0.735,https://api.spotify.com/v1/audio-analysis/2fhXxiuLeTO7TptXXQcg79,7,0.825,389253,0.447,False,2fhXxiuLeTO7TptXXQcg79,0.0834,6,0.126,-13.293,0,Banho de Folhas,56,2017-10-26,0.0996,116.015,4,https://api.spotify.com/v1/tracks/2fhXxiuLeTO7TptXXQcg79,audio_features,spotify:track:2fhXxiuLeTO7TptXXQcg79,0.718
27011,0.00629,https://api.spotify.com/v1/audio-analysis/12lZTPlXwUtrQuhEty6098,7,0.7,203333,0.695,True,12lZTPlXwUtrQuhEty6098,0.0,7,0.0319,-4.973,1,Raise Your Glass,12,2010-10-06,0.0897,122.028,4,https://api.spotify.com/v1/tracks/12lZTPlXwUtrQuhEty6098,audio_features,spotify:track:12lZTPlXwUtrQuhEty6098,0.633
27013,0.0152,https://api.spotify.com/v1/audio-analysis/3zkWCteF82vJwv0hRLba76,6,0.746,206880,0.754,False,3zkWCteF82vJwv0hRLba76,0.0,1,0.0486,-6.684,1,Stitches,76,2015-04-14,0.0676,149.882,4,https://api.spotify.com/v1/tracks/3zkWCteF82vJwv0hRLba76,audio_features,spotify:track:3zkWCteF82vJwv0hRLba76,0.746
27015,0.0132,https://api.spotify.com/v1/audio-analysis/7sziTn5nHwrWf4K7gISaaU,6,0.421,234787,0.822,False,7sziTn5nHwrWf4K7gISaaU,0.0,2,0.092,-4.415,1,Summer Paradise (feat. Sean Paul) - Single Version,65,2011-06-20,0.0542,171.935,4,https://api.spotify.com/v1/tracks/7sziTn5nHwrWf4K7gISaaU,audio_features,spotify:track:7sziTn5nHwrWf4K7gISaaU,0.751
27017,0.15,https://api.spotify.com/v1/audio-analysis/58gqyeFXhOttZW3yetJGPN,5,0.534,188800,0.911,False,58gqyeFXhOttZW3yetJGPN,0.0,4,0.0986,-3.086,0,Reggaetón Lento (Remix),69,2018-04-06,0.0852,93.767,4,https://api.spotify.com/v1/tracks/58gqyeFXhOttZW3yetJGPN,audio_features,spotify:track:58gqyeFXhOttZW3yetJGPN,0.624
27020,0.234,https://api.spotify.com/v1/audio-analysis/4B1rpPmQXwj78wk6aIGwwU,7,0.386,229813,0.407,False,4B1rpPmQXwj78wk6aIGwwU,1.86e-06,6,0.0999,-7.095,0,Two Ghosts,73,2017-05-12,0.0268,69.387,4,https://api.spotify.com/v1/tracks/4B1rpPmQXwj78wk6aIGwwU,audio_features,spotify:track:4B1rpPmQXwj78wk6aIGwwU,0.456
27022,0.0594,https://api.spotify.com/v1/audio-analysis/3AeicLnm55RqcXGBKYQolM,6,0.56,215360,0.857,False,3AeicLnm55RqcXGBKYQolM,0.0,4,0.381,-4.145,0,King,68,2015-07-10,0.0384,119.975,4,https://api.spotify.com/v1/tracks/3AeicLnm55RqcXGBKYQolM,audio_features,spotify:track:3AeicLnm55RqcXGBKYQolM,0.432
27025,0.00711,https://api.spotify.com/v1/audio-analysis/46lFttIf5hnUZMGvjK0Wxo,15,0.506,227074,0.805,False,46lFttIf5hnUZMGvjK0Wxo,0.00193,1,0.0856,-4.119,1,Runaway (U & I),75,2015-06-05,0.0469,126.008,4,https://api.spotify.com/v1/tracks/46lFttIf5hnUZMGvjK0Wxo,audio_features,spotify:track:46lFttIf5hnUZMGvjK0Wxo,0.383
