,acousticness,analysis_url,count,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,time_signature,track_href,type,uri,valence
0,0.153,https://api.spotify.com/v1/audio-analysis/3WogGiNpaOmYcPwqslBgZG,5,0.641,283585,0.684,False,3WogGiNpaOmYcPwqslBgZG,0.0,0,0.346,-6.463,1,L'Amérique pleure,59,2019-10-04,0.0345,102.025,4,https://api.spotify.com/v1/tracks/3WogGiNpaOmYcPwqslBgZG,audio_features,spotify:track:3WogGiNpaOmYcPwqslBgZG,0.639
3,0.354,https://api.spotify.com/v1/audio-analysis/23Na3MCF9QaYja7W7mVMxy,6,0.653,265053,0.622,False,23Na3MCF9QaYja7W7mVMxy,0.0,9,0.0761,-8.274,0,Les étoiles filantes,53,2004-11-23,0.0399,129.892,4,https://api.spotify.com/v1/tracks/23Na3MCF9QaYja7W7mVMxy,audio_features,spotify:track:23Na3MCF9QaYja7W7mVMxy,0.53
5,0.853,https://api.spotify.com/v1/audio-analysis/4tSffeciMCcNIvITmh6QHP,7,0.662,178293,0.436,False,4tSffeciMCcNIvITmh6QHP,0.0,9,0.0624,-12.9,0,I Lost My Baby,48,1996-10-01,0.0651,92.857,4,https://api.spotify.com/v1/tracks/4tSffeciMCcNIvITmh6QHP,audio_features,spotify:track:4tSffeciMCcNIvITmh6QHP,0.627
17,9.53e-05,https://api.spotify.com/v1/audio-analysis/2SqZ6pmqXB5szlwEgaeDYW,6,0.672,311200,0.848,False,2SqZ6pmqXB5szlwEgaeDYW,1.08e-05,2,0.0827,-8.605,1,1990,44,1990-08-01,0.0635,122.051,4,https://api.spotify.com/v1/tracks/2SqZ6pmqXB5szlwEgaeDYW,audio_features,spotify:track:2SqZ6pmqXB5szlwEgaeDYW,0.6
27,0.378,https://api.spotify.com/v1/audio-analysis/3WgK1nC3pQmJ9UtBF4oNMR,5,0.549,324615,0.721,False,3WgK1nC3pQmJ9UtBF4oNMR,0.0,7,0.0935,-6.695,0,Dégénérations / Le reel du fossé,47,2003,0.104,98.861,4,https://api.spotify.com/v1/tracks/3WgK1nC3pQmJ9UtBF4oNMR,audio_features,spotify:track:3WgK1nC3pQmJ9UtBF4oNMR,0.873
28,0.301,https://api.spotify.com/v1/audio-analysis/6JVngSxUtrYkWfFmFWmtm5,7,0.549,320320,0.193,False,6JVngSxUtrYkWfFmFWmtm5,0.000542,0,0.108,-14.634,0,La Complainte Du Phoque En Alaska - Remastered,42,1994,0.0317,113.381,3,https://api.spotify.com/v1/tracks/6JVngSxUtrYkWfFmFWmtm5,audio_features,spotify:track:6JVngSxUtrYkWfFmFWmtm5,0.239
31,0.203,https://api.spotify.com/v1/audio-analysis/1sQ0oafDSZQUElkV5ERvLx,5,0.558,214973,0.386,False,1sQ0oafDSZQUElkV5ERvLx,0.0,4,0.0919,-9.202,0,Toune d'automne,50,2009-05-05,0.0253,78.219,4,https://api.spotify.com/v1/tracks/1sQ0oafDSZQUElkV5ERvLx,audio_features,spotify:track:1sQ0oafDSZQUElkV5ERvLx,0.435
34,0.336,https://api.spotify.com/v1/audio-analysis/3w5bSQlQzKFUE3osgrMRBT,7,0.733,335840,0.514,False,3w5bSQlQzKFUE3osgrMRBT,0.0,2,0.296,-7.484,1,Tassez-Vous De D'là,48,1998-07-01,0.115,78.695,4,https://api.spotify.com/v1/tracks/3w5bSQlQzKFUE3osgrMRBT,audio_features,spotify:track:3w5bSQlQzKFUE3osgrMRBT,0.648
36,0.192,https://api.spotify.com/v1/audio-analysis/21ATIZAwB9QXBOpTzw2lDM,5,0.586,267280,0.81,False,21ATIZAwB9QXBOpTzw2lDM,2.44e-06,11,0.102,-6.086,0,Amalgame,37,1999-12-31,0.0369,96.933,4,https://api.spotify.com/v1/tracks/21ATIZAwB9QXBOpTzw2lDM,audio_features,spotify:track:21ATIZAwB9QXBOpTzw2lDM,0.509
38,0.423,https://api.spotify.com/v1/audio-analysis/3iT4c9MPnaordWrfvTs8MU,5,0.699,168200,0.889,False,3iT4c9MPnaordWrfvTs8MU,0.0,11,0.226,-4.999,0,Paradis City,45,2015-02-02,0.0683,97.028,4,https://api.spotify.com/v1/tracks/3iT4c9MPnaordWrfvTs8MU,audio_features,spotify:track:3iT4c9MPnaordWrfvTs8MU,0.87
41,0.504,https://api.spotify.com/v1/audio-analysis/0sczR0OFWOGd9U8tECZ47Z,5,0.675,212760,0.52,False,0sczR0OFWOGd9U8tECZ47Z,0.251,5,0.0952,-10.069,1,Montréal,38,2005-11-16,0.0424,170.112,4,https://api.spotify.com/v1/tracks/0sczR0OFWOGd9U8tECZ47Z,audio_features,spotify:track:0sczR0OFWOGd9U8tECZ47Z,0.962
50,0.2,https://api.spotify.com/v1/audio-analysis/6Khu8ivxbVt8xHJVfVliLU,5,0.707,212493,0.472,False,6Khu8ivxbVt8xHJVfVliLU,0.0,10,0.146,-9.88,0,Espionne russe,45,2014-01-28,0.0753,151.956,4,https://api.spotify.com/v1/tracks/6Khu8ivxbVt8xHJVfVliLU,audio_features,spotify:track:6Khu8ivxbVt8xHJVfVliLU,0.583
52,0.616,https://api.spotify.com/v1/audio-analysis/10pCXoG0FfFqk2ltikjuEf,9,0.528,201363,0.35,False,10pCXoG0FfFqk2ltikjuEf,5.4e-06,5,0.125,-17.108,1,Pour Un Instant,43,1974-01-01,0.0322,129.253,4,https://api.spotify.com/v1/tracks/10pCXoG0FfFqk2ltikjuEf,audio_features,spotify:track:10pCXoG0FfFqk2ltikjuEf,0.489
55,0.0274,https://api.spotify.com/v1/audio-analysis/5tolMesLH4lIK2dTrCHmXO,6,0.37,296027,0.697,False,5tolMesLH4lIK2dTrCHmXO,0.0,5,0.118,-3.69,1,La désise,37,1999-10-12,0.0637,183.1,3,https://api.spotify.com/v1/tracks/5tolMesLH4lIK2dTrCHmXO,audio_features,spotify:track:5tolMesLH4lIK2dTrCHmXO,0.295
57,0.0153,https://api.spotify.com/v1/audio-analysis/2zuTXMKi4tDhy7ZYHbQpli,5,0.529,264827,0.443,False,2zuTXMKi4tDhy7ZYHbQpli,0.000806,2,0.114,-8.966,1,Saskatchewan,46,2004-03-31,0.0281,123.987,3,https://api.spotify.com/v1/tracks/2zuTXMKi4tDhy7ZYHbQpli,audio_features,spotify:track:2zuTXMKi4tDhy7ZYHbQpli,0.0888
69,0.124,https://api.spotify.com/v1/audio-analysis/6higbPkv82W1ZwCeZIVGv3,8,0.626,232720,0.675,False,6higbPkv82W1ZwCeZIVGv3,2.49e-06,10,0.115,-7.363,1,Embarque ma belle,49,2005-05-03,0.0275,121.897,4,https://api.spotify.com/v1/tracks/6higbPkv82W1ZwCeZIVGv3,audio_features,spotify:track:6higbPkv82W1ZwCeZIVGv3,0.59
84,0.0504,https://api.spotify.com/v1/audio-analysis/2Fit4zvhoTT4KLQj1T7HHQ,6,0.367,216227,0.782,False,2Fit4zvhoTT4KLQj1T7HHQ,0.0,9,0.23,-7.177,1,Mexico,45,2005-05-03,0.0331,92.884,4,https://api.spotify.com/v1/tracks/2Fit4zvhoTT4KLQj1T7HHQ,audio_features,spotify:track:2Fit4zvhoTT4KLQj1T7HHQ,0.791
190,0.0433,https://api.spotify.com/v1/audio-analysis/0LiSASDl1Os4c8JeiypsT8,5,0.539,185107,0.515,False,0LiSASDl1Os4c8JeiypsT8,0.0,1,0.0777,-5.997,1,Te Olvidé,71,2020-01-17,0.0345,124.853,4,https://api.spotify.com/v1/tracks/0LiSASDl1Os4c8JeiypsT8,audio_features,spotify:track:0LiSASDl1Os4c8JeiypsT8,0.823
198,0.118,https://api.spotify.com/v1/audio-analysis/5DL6BDuqhnQw8HfIvUYkm9,6,0.505,228507,0.411,False,5DL6BDuqhnQw8HfIvUYkm9,0.0,11,0.146,-6.904,1,Caballero,72,2019-10-03,0.0325,101.69,4,https://api.spotify.com/v1/tracks/5DL6BDuqhnQw8HfIvUYkm9,audio_features,spotify:track:5DL6BDuqhnQw8HfIvUYkm9,0.534
260,0.388,https://api.spotify.com/v1/audio-analysis/1LO951RWD10l9Vys0NrFty,7,0.617,156947,0.57,False,1LO951RWD10l9Vys0NrFty,0.0,9,0.143,-3.074,0,No Te Contaron Mal,70,2018-09-07,0.0374,163.2,4,https://api.spotify.com/v1/tracks/1LO951RWD10l9Vys0NrFty,audio_features,spotify:track:1LO951RWD10l9Vys0NrFty,0.632
262,0.519,https://api.spotify.com/v1/audio-analysis/5roCNZmSZyDweazZPFQ8eq,5,0.73,216840,0.38,False,5roCNZmSZyDweazZPFQ8eq,1.75e-06,10,0.0574,-6.527,1,Nomás Este Rey (Bonus Track),55,2018-08-02,0.0366,139.867,3,https://api.spotify.com/v1/tracks/5roCNZmSZyDweazZPFQ8eq,audio_features,spotify:track:5roCNZmSZyDweazZPFQ8eq,0.904
269,0.278,https://api.spotify.com/v1/audio-analysis/1l77YWrGUp3qX3NS1rz7lq,9,0.765,202560,0.339,False,1l77YWrGUp3qX3NS1rz7lq,0.0,8,0.131,-8.965,1,El Color de Tus Ojos,74,2017-04-21,0.0365,123.95,4,https://api.spotify.com/v1/tracks/1l77YWrGUp3qX3NS1rz7lq,audio_features,spotify:track:1l77YWrGUp3qX3NS1rz7lq,0.864
270,0.169,https://api.spotify.com/v1/audio-analysis/63bmZnBN1CiJ9sA4qTEe8y,5,0.433,199320,0.431,False,63bmZnBN1CiJ9sA4qTEe8y,0.0,2,0.307,-6.422,1,Adiós Amor,74,2017-08-25,0.0367,177.732,4,https://api.spotify.com/v1/tracks/63bmZnBN1CiJ9sA4qTEe8y,audio_features,spotify:track:63bmZnBN1CiJ9sA4qTEe8y,0.722
276,0.218,https://api.spotify.com/v1/audio-analysis/0LDnOpACa7YbaNhe2C0XLg,19,0.327,363459,0.641,False,0LDnOpACa7YbaNhe2C0XLg,0.148,8,0.107,-7.364,0,Symphony of Shadows (Qlimax 2019 Anthem),45,2019-10-25,0.0633,149.906,4,https://api.spotify.com/v1/tracks/0LDnOpACa7YbaNhe2C0XLg,audio_features,spotify:track:0LDnOpACa7YbaNhe2C0XLg,0.109
277,0.386,https://api.spotify.com/v1/audio-analysis/7dOk9Bck00Zv0eeq5m6GoN,17,0.379,211200,0.802,False,7dOk9Bck00Zv0eeq5m6GoN,2.17e-06,5,0.0848,-1.802,0,Fallen Souls,51,2019-10-01,0.0339,150.012,4,https://api.spotify.com/v1/tracks/7dOk9Bck00Zv0eeq5m6GoN,audio_features,spotify:track:7dOk9Bck00Zv0eeq5m6GoN,0.221
278,0.00546,https://api.spotify.com/v1/audio-analysis/6VQye74oX8FYIXUKI7feiG,18,0.542,190400,0.856,False,6VQye74oX8FYIXUKI7feiG,0.000306,9,0.248,-4.803,0,Untamable,55,2019-08-29,0.0414,150.09,4,https://api.spotify.com/v1/tracks/6VQye74oX8FYIXUKI7feiG,audio_features,spotify:track:6VQye74oX8FYIXUKI7feiG,0.332
279,0.0505,https://api.spotify.com/v1/audio-analysis/5QK32vB1hmlEe1ruP1usFk,16,0.319,222400,0.85,False,5QK32vB1hmlEe1ruP1usFk,7.22e-05,2,0.347,-2.664,0,Army of Fire,47,2019-10-04,0.0535,112.365,3,https://api.spotify.com/v1/tracks/5QK32vB1hmlEe1ruP1usFk,audio_features,spotify:track:5QK32vB1hmlEe1ruP1usFk,0.092
280,0.00716,https://api.spotify.com/v1/audio-analysis/0SAQ2oSNEzGU1NMCbKfYiC,16,0.494,208400,0.937,False,0SAQ2oSNEzGU1NMCbKfYiC,0.283,8,0.303,-5.147,1,Wasteland,45,2019-08-14,0.2,150.044,4,https://api.spotify.com/v1/tracks/0SAQ2oSNEzGU1NMCbKfYiC,audio_features,spotify:track:0SAQ2oSNEzGU1NMCbKfYiC,0.204
281,0.157,https://api.spotify.com/v1/audio-analysis/6YUB4Wv4yJluyWsq3s9gjb,13,0.44,230400,0.898,False,6YUB4Wv4yJluyWsq3s9gjb,0.0,9,0.0784,-2.911,0,Ghost Stories,54,2018-08-13,0.0434,150.119,4,https://api.spotify.com/v1/tracks/6YUB4Wv4yJluyWsq3s9gjb,audio_features,spotify:track:6YUB4Wv4yJluyWsq3s9gjb,0.124
282,0.0393,https://api.spotify.com/v1/audio-analysis/3fZIBSibgTdC4gaqoXmk8G,24,0.413,230321,0.801,False,3fZIBSibgTdC4gaqoXmk8G,0.0,9,0.251,-4.24,0,Orange Heart (feat. Sian Evans),57,2019-07-09,0.0748,75.467,4,https://api.spotify.com/v1/tracks/3fZIBSibgTdC4gaqoXmk8G,audio_features,spotify:track:3fZIBSibgTdC4gaqoXmk8G,0.194
283,0.00155,https://api.spotify.com/v1/audio-analysis/55sHHriH0x8Shwpq89e8t8,19,0.455,166278,0.945,False,55sHHriH0x8Shwpq89e8t8,4.71e-05,11,0.379,-3.47,0,The Ultimate,44,2019-06-17,0.0644,155.027,4,https://api.spotify.com/v1/tracks/55sHHriH0x8Shwpq89e8t8,audio_features,spotify:track:55sHHriH0x8Shwpq89e8t8,0.313
284,0.0571,https://api.spotify.com/v1/audio-analysis/1jMLnxcvZqaTlzuKdvh05N,21,0.434,241531,0.931,False,1jMLnxcvZqaTlzuKdvh05N,0.0,1,0.347,-1.232,1,Run From Reality,59,2019-10-18,0.0728,77.432,4,https://api.spotify.com/v1/tracks/1jMLnxcvZqaTlzuKdvh05N,audio_features,spotify:track:1jMLnxcvZqaTlzuKdvh05N,0.307
285,0.0559,https://api.spotify.com/v1/audio-analysis/2yk9HadcIn3ou7v0kVokFx,18,0.473,164129,0.992,False,2yk9HadcIn3ou7v0kVokFx,0.000163,7,0.335,-1.121,1,Brutal 8.0,49,2019-09-27,0.456,155.052,4,https://api.spotify.com/v1/tracks/2yk9HadcIn3ou7v0kVokFx,audio_features,spotify:track:2yk9HadcIn3ou7v0kVokFx,0.242
287,0.00899,https://api.spotify.com/v1/audio-analysis/0WieTfhf6N0alEhBpSiOtd,7,0.469,177600,0.844,False,0WieTfhf6N0alEhBpSiOtd,1.96e-05,9,0.114,-4.169,0,Into The Wild,54,2019-10-10,0.037,149.945,4,https://api.spotify.com/v1/tracks/0WieTfhf6N0alEhBpSiOtd,audio_features,spotify:track:0WieTfhf6N0alEhBpSiOtd,0.0753
288,0.0321,https://api.spotify.com/v1/audio-analysis/7rKS9FoVpE1mLrbxCnlokX,19,0.575,295647,0.979,False,7rKS9FoVpE1mLrbxCnlokX,0.0,8,0.34,-1.561,0,Hurricane,62,2018-08-13,0.396,155.032,4,https://api.spotify.com/v1/tracks/7rKS9FoVpE1mLrbxCnlokX,audio_features,spotify:track:7rKS9FoVpE1mLrbxCnlokX,0.366
289,0.00272,https://api.spotify.com/v1/audio-analysis/7vRjxHnXAziZ3KgQildNC4,17,0.48,224516,0.951,False,7vRjxHnXAziZ3KgQildNC4,3.42e-05,9,0.233,-3.326,0,Sound Of Thunder - D-Sturb Remix,47,2019-09-19,0.162,154.966,4,https://api.spotify.com/v1/tracks/7vRjxHnXAziZ3KgQildNC4,audio_features,spotify:track:7vRjxHnXAziZ3KgQildNC4,0.238
290,0.366,https://api.spotify.com/v1/audio-analysis/42FQQdPp8NLCwnZqam2CZV,22,0.333,206000,0.709,False,42FQQdPp8NLCwnZqam2CZV,0.107,9,0.321,-6.073,1,Elektronic Symphony,48,2019-04-15,0.0356,149.837,4,https://api.spotify.com/v1/tracks/42FQQdPp8NLCwnZqam2CZV,audio_features,spotify:track:42FQQdPp8NLCwnZqam2CZV,0.0867
291,0.0167,https://api.spotify.com/v1/audio-analysis/24uz87w06R0dodWg8m4WfG,5,0.481,264387,0.954,False,24uz87w06R0dodWg8m4WfG,5.88e-06,4,0.368,-2.053,0,Don't Stop Me,41,2019-09-13,0.0934,154.996,4,https://api.spotify.com/v1/tracks/24uz87w06R0dodWg8m4WfG,audio_features,spotify:track:24uz87w06R0dodWg8m4WfG,0.191
292,0.0233,https://api.spotify.com/v1/audio-analysis/2moLWGaq0bT4RZWJwvCYjh,15,0.519,185612,0.97,False,2moLWGaq0bT4RZWJwvCYjh,0.0217,11,0.225,-4.252,0,One,47,2018-07-20,0.0523,150.056,4,https://api.spotify.com/v1/tracks/2moLWGaq0bT4RZWJwvCYjh,audio_features,spotify:track:2moLWGaq0bT4RZWJwvCYjh,0.134
293,0.187,https://api.spotify.com/v1/audio-analysis/0zolxiS5uiL5towOJrsJi4,14,0.552,234166,0.829,False,0zolxiS5uiL5towOJrsJi4,5.44e-05,6,0.283,-4.988,0,Home,57,2019-09-12,0.0845,150.039,4,https://api.spotify.com/v1/tracks/0zolxiS5uiL5towOJrsJi4,audio_features,spotify:track:0zolxiS5uiL5towOJrsJi4,0.367
294,0.0111,https://api.spotify.com/v1/audio-analysis/6LNfKW19l2ETXWiOlguLf7,21,0.53,195200,0.964,False,6LNfKW19l2ETXWiOlguLf7,0.000106,5,0.433,-2.117,0,World Renowned,53,2019-04-30,0.0571,150.021,4,https://api.spotify.com/v1/tracks/6LNfKW19l2ETXWiOlguLf7,audio_features,spotify:track:6LNfKW19l2ETXWiOlguLf7,0.297
295,0.069,https://api.spotify.com/v1/audio-analysis/5tsfIU9KlD6uzhA26j00vr,13,0.515,201262,0.763,False,5tsfIU9KlD6uzhA26j00vr,3.78e-05,4,0.238,-5.551,0,Valkyries,43,2018-08-17,0.0443,75.0,4,https://api.spotify.com/v1/tracks/5tsfIU9KlD6uzhA26j00vr,audio_features,spotify:track:5tsfIU9KlD6uzhA26j00vr,0.0516
297,0.0622,https://api.spotify.com/v1/audio-analysis/05yYceDA8edH0L98bYCQOs,20,0.567,179600,0.791,False,05yYceDA8edH0L98bYCQOs,0.0117,5,0.112,-4.631,0,Destiny,61,2017-09-01,0.0772,149.903,4,https://api.spotify.com/v1/tracks/05yYceDA8edH0L98bYCQOs,audio_features,spotify:track:05yYceDA8edH0L98bYCQOs,0.16
298,0.0347,https://api.spotify.com/v1/audio-analysis/3gyR4hZDsmLT5yFXQzb9Ce,16,0.269,246400,0.856,False,3gyR4hZDsmLT5yFXQzb9Ce,0.00167,5,0.307,-3.804,1,Believe,38,2019-08-05,0.0673,77.638,4,https://api.spotify.com/v1/tracks/3gyR4hZDsmLT5yFXQzb9Ce,audio_features,spotify:track:3gyR4hZDsmLT5yFXQzb9Ce,0.0396
299,0.0123,https://api.spotify.com/v1/audio-analysis/6jGMCP2Tp9sd0cWVVLOcax,8,0.509,195968,0.941,False,6jGMCP2Tp9sd0cWVVLOcax,1.93e-05,9,0.893,-3.487,1,Followed,45,2019-06-10,0.125,155.008,4,https://api.spotify.com/v1/tracks/6jGMCP2Tp9sd0cWVVLOcax,audio_features,spotify:track:6jGMCP2Tp9sd0cWVVLOcax,0.0796
300,0.00114,https://api.spotify.com/v1/audio-analysis/4ZAXHbjG1kyyF9h7PqKAec,8,0.434,189675,0.939,False,4ZAXHbjG1kyyF9h7PqKAec,1.56e-06,6,0.304,-3.265,1,Menace - D-Sturb The Next Level Remix,38,2019-06-06,0.21,155.058,4,https://api.spotify.com/v1/tracks/4ZAXHbjG1kyyF9h7PqKAec,audio_features,spotify:track:4ZAXHbjG1kyyF9h7PqKAec,0.136
301,0.0421,https://api.spotify.com/v1/audio-analysis/5f8DlWcHH5w9od0yggzs6X,16,0.461,175907,0.945,False,5f8DlWcHH5w9od0yggzs6X,0.0,1,0.26,-1.55,0,Starlight,53,2019-08-30,0.0422,149.988,4,https://api.spotify.com/v1/tracks/5f8DlWcHH5w9od0yggzs6X,audio_features,spotify:track:5f8DlWcHH5w9od0yggzs6X,0.189
302,0.0053,https://api.spotify.com/v1/audio-analysis/4azCAIDvF17pohUA2Jfump,14,0.513,275200,0.843,False,4azCAIDvF17pohUA2Jfump,0.000263,1,0.067,-5.174,0,Dark Sun,50,2018-06-07,0.1,75.01,4,https://api.spotify.com/v1/tracks/4azCAIDvF17pohUA2Jfump,audio_features,spotify:track:4azCAIDvF17pohUA2Jfump,0.135
303,0.081,https://api.spotify.com/v1/audio-analysis/1Akjo646rSCsRLuV3mrXE0,12,0.272,206762,0.84,False,1Akjo646rSCsRLuV3mrXE0,2.56e-05,9,0.26,-1.93,0,Nirvana,52,2018-12-17,0.0572,155.005,4,https://api.spotify.com/v1/tracks/1Akjo646rSCsRLuV3mrXE0,audio_features,spotify:track:1Akjo646rSCsRLuV3mrXE0,0.167
304,0.0396,https://api.spotify.com/v1/audio-analysis/1mYN0x2kzME33Z6oX08g2Z,23,0.408,265098,0.938,False,1mYN0x2kzME33Z6oX08g2Z,3.46e-06,5,0.347,-2.56,0,Brace Yourself (IMPAQT 2019 Anthem),50,2019-07-22,0.121,153.002,4,https://api.spotify.com/v1/tracks/1mYN0x2kzME33Z6oX08g2Z,audio_features,spotify:track:1mYN0x2kzME33Z6oX08g2Z,0.232
305,0.0486,https://api.spotify.com/v1/audio-analysis/3stJeXnNxbhnqq5N6HphGl,12,0.292,193500,0.893,False,3stJeXnNxbhnqq5N6HphGl,2.92e-05,9,0.267,-3.158,0,The Paradox,44,2016-12-19,0.0622,149.964,3,https://api.spotify.com/v1/tracks/3stJeXnNxbhnqq5N6HphGl,audio_features,spotify:track:3stJeXnNxbhnqq5N6HphGl,0.089
306,0.07,https://api.spotify.com/v1/audio-analysis/09BxJMIz6CkunwqTPgpEWV,14,0.394,192000,0.865,False,09BxJMIz6CkunwqTPgpEWV,7.61e-05,10,0.17,-2.528,0,Twilight Zone,58,2018-03-16,0.0399,150.061,4,https://api.spotify.com/v1/tracks/09BxJMIz6CkunwqTPgpEWV,audio_features,spotify:track:09BxJMIz6CkunwqTPgpEWV,0.167
307,0.0367,https://api.spotify.com/v1/audio-analysis/2tfgCdVlZzXahGikqr3YBS,7,0.515,145548,0.892,False,2tfgCdVlZzXahGikqr3YBS,2.54e-06,6,0.331,-1.835,1,Testarossa,28,2018-11-01,0.0466,154.983,4,https://api.spotify.com/v1/tracks/2tfgCdVlZzXahGikqr3YBS,audio_features,spotify:track:2tfgCdVlZzXahGikqr3YBS,0.34
309,0.0761,https://api.spotify.com/v1/audio-analysis/1Rij6sOypJjETDXchmOUoz,13,0.143,242138,0.723,False,1Rij6sOypJjETDXchmOUoz,0.000135,1,0.0836,-3.459,0,Touch A Star,49,2018-11-12,0.0389,154.993,4,https://api.spotify.com/v1/tracks/1Rij6sOypJjETDXchmOUoz,audio_features,spotify:track:1Rij6sOypJjETDXchmOUoz,0.0399
310,0.065,https://api.spotify.com/v1/audio-analysis/6peHz3tTBjB85GGtCC1dW6,5,0.332,178065,0.969,False,6peHz3tTBjB85GGtCC1dW6,2.88e-06,11,0.168,-2.262,0,Brotherhood Of Brutality,39,2019-10-15,0.488,154.877,4,https://api.spotify.com/v1/tracks/6peHz3tTBjB85GGtCC1dW6,audio_features,spotify:track:6peHz3tTBjB85GGtCC1dW6,0.28
311,0.0084,https://api.spotify.com/v1/audio-analysis/5ahQ9HugEMAiNmlFiKhBSt,14,0.435,295727,0.956,False,5ahQ9HugEMAiNmlFiKhBSt,0.00025,8,0.171,-1.002,0,The Power Of Now,41,2019-04-08,0.224,154.989,4,https://api.spotify.com/v1/tracks/5ahQ9HugEMAiNmlFiKhBSt,audio_features,spotify:track:5ahQ9HugEMAiNmlFiKhBSt,0.149
312,0.0251,https://api.spotify.com/v1/audio-analysis/5E06NdO1IFz3UYmNXvVEon,8,0.333,242372,0.953,False,5E06NdO1IFz3UYmNXvVEon,0.0,1,0.577,-2.37,1,Rise of Rejecta,37,2019-06-10,0.12,154.707,4,https://api.spotify.com/v1/tracks/5E06NdO1IFz3UYmNXvVEon,audio_features,spotify:track:5E06NdO1IFz3UYmNXvVEon,0.15
313,0.00592,https://api.spotify.com/v1/audio-analysis/4zQ4Bo1GZ8x7aRIXWBTul9,17,0.252,201290,0.958,True,4zQ4Bo1GZ8x7aRIXWBTul9,0.000104,10,0.354,-2.413,0,America,49,2017-11-04,0.159,155.02,4,https://api.spotify.com/v1/tracks/4zQ4Bo1GZ8x7aRIXWBTul9,audio_features,spotify:track:4zQ4Bo1GZ8x7aRIXWBTul9,0.119
314,0.149,https://api.spotify.com/v1/audio-analysis/5h7Rzf4jqbuwWDkJdH09u4,11,0.417,235300,0.948,False,5h7Rzf4jqbuwWDkJdH09u4,1.64e-06,10,0.388,-2.908,0,Impact,52,2019-05-07,0.151,179.901,4,https://api.spotify.com/v1/tracks/5h7Rzf4jqbuwWDkJdH09u4,audio_features,spotify:track:5h7Rzf4jqbuwWDkJdH09u4,0.225
315,0.0427,https://api.spotify.com/v1/audio-analysis/3fHnphzQyESZzjkeIeqEw6,9,0.562,190800,0.996,True,3fHnphzQyESZzjkeIeqEw6,3.02e-06,9,0.953,-0.884,1,Out Of The Frame,48,2018-08-28,0.339,199.973,4,https://api.spotify.com/v1/tracks/3fHnphzQyESZzjkeIeqEw6,audio_features,spotify:track:3fHnphzQyESZzjkeIeqEw6,0.278
316,0.0246,https://api.spotify.com/v1/audio-analysis/7nFKFcmWf2l7WTyK0g9MHX,18,0.423,159597,0.82,False,7nFKFcmWf2l7WTyK0g9MHX,0.0,10,0.873,-6.027,0,Links Rechts,58,2017-02-03,0.205,150.018,4,https://api.spotify.com/v1/tracks/7nFKFcmWf2l7WTyK0g9MHX,audio_features,spotify:track:7nFKFcmWf2l7WTyK0g9MHX,0.665
317,0.000125,https://api.spotify.com/v1/audio-analysis/2PVqPbRv7mlCp2JYzDeMsc,18,0.475,213113,0.941,False,2PVqPbRv7mlCp2JYzDeMsc,0.0102,1,0.276,-7.042,0,Rainbow In The Sky - K & A's Radio Blast,59,2011-04-29,0.0345,167.973,4,https://api.spotify.com/v1/tracks/2PVqPbRv7mlCp2JYzDeMsc,audio_features,spotify:track:2PVqPbRv7mlCp2JYzDeMsc,0.262
318,0.0419,https://api.spotify.com/v1/audio-analysis/1cSXzDZt8vzuUp2XREQEJN,16,0.798,219720,0.74,False,1cSXzDZt8vzuUp2XREQEJN,1.84e-06,11,0.157,-4.865,1,Atemlos durch die Nacht,64,2013-01-01,0.0458,128.054,4,https://api.spotify.com/v1/tracks/1cSXzDZt8vzuUp2XREQEJN,audio_features,spotify:track:1cSXzDZt8vzuUp2XREQEJN,0.834
319,0.0517,https://api.spotify.com/v1/audio-analysis/1C4og9YwQUnT95FXoWs9ro,7,0.967,227413,0.582,False,1C4og9YwQUnT95FXoWs9ro,0.0,11,0.0329,-8.521,0,Rampeneren,42,2012-04-23,0.0784,125.066,4,https://api.spotify.com/v1/tracks/1C4og9YwQUnT95FXoWs9ro,audio_features,spotify:track:1C4og9YwQUnT95FXoWs9ro,0.903
320,0.282,https://api.spotify.com/v1/audio-analysis/4lBkLeU6LNgWzfbWPGm1c9,18,0.673,217903,0.727,False,4lBkLeU6LNgWzfbWPGm1c9,0.0,9,0.178,-6.587,0,Leef,60,2016-03-11,0.0401,121.016,4,https://api.spotify.com/v1/tracks/4lBkLeU6LNgWzfbWPGm1c9,audio_features,spotify:track:4lBkLeU6LNgWzfbWPGm1c9,0.782
321,0.0726,https://api.spotify.com/v1/audio-analysis/2L5FEDC0MU2a6OEkLjByEd,16,0.667,248533,0.999,False,2L5FEDC0MU2a6OEkLjByEd,4.15e-05,1,0.238,-4.375,0,Captain Jack - Short Mix,60,1996-04-24,0.0828,149.875,4,https://api.spotify.com/v1/tracks/2L5FEDC0MU2a6OEkLjByEd,audio_features,spotify:track:2L5FEDC0MU2a6OEkLjByEd,0.566
322,0.0159,https://api.spotify.com/v1/audio-analysis/65AtaGkM217wf4h59ypMwC,9,0.458,224267,0.885,False,65AtaGkM217wf4h59ypMwC,0.875,10,0.0817,-7.219,1,Wonderfull Days,48,2014-02-28,0.0615,166.382,4,https://api.spotify.com/v1/tracks/65AtaGkM217wf4h59ypMwC,audio_features,spotify:track:65AtaGkM217wf4h59ypMwC,0.228
